circuit_key,compound_rank,estimator,estimator_order,wear_s_per_lap,se_s_per_lap,laps,stints,races
las_vegas,SOFTEST,Pooled (simulator),4,0.04446156553189207,0.0007758928985901137,243,17,3
lusail,HARDEST,Pooled (simulator),4,0.015122933536394625,0.012125305192420586,1170,73,4
lusail,MIDDLE,Pooled (simulator),4,0.003281919609308636,0.008620351586743276,1868,119,4
lusail,SOFTEST,Pooled (simulator),4,0.0391386464002832,0.01603461375974516,292,22,4
miami,HARDEST,Pooled (simulator),4,0.017722351972685062,0.006938519237842733,2096,74,4
miami,MIDDLE,Pooled (simulator),4,0.027658704046359187,0.00811377712752413,1727,105,5
miami,SOFTEST,Pooled (simulator),4,0.04173967143872963,0.008357882139403416,336,30,5
monaco,HARDEST,Pooled (simulator),4,0.009853206662001129,0.006243837802307493,3313,90,6
monaco,MIDDLE,Pooled (simulator),4,0.011774012996932481,0.004431048082408814,2600,92,6
monaco,SOFTEST,Pooled (simulator),4,0.01938947242386366,0.011092180424777037,1284,76,6
monza,HARDEST,Pooled (simulator),4,0.02471456101283019,0.010875877416203408,1628,70,5
monza,MIDDLE,Pooled (simulator),4,0.03061910532920897,0.006223343403205018,2499,125,7
monza,SOFTEST,Pooled (simulator),4,0.04574076311969085,0.008143644367790201,1546,95,6
nurburgring,MIDDLE,Pooled (simulator),4,0.07181491324023274,,356,22,1
nurburgring,SOFTEST,Pooled (simulator),4,0.046780571680567117,,320,26,1
paul_ricard,HARDEST,Pooled (simulator),4,0.03301980818863563,0.011834149757348353,1442,51,3
paul_ricard,MIDDLE,Pooled (simulator),4,0.03051624369082528,0.009678465419886153,1366,74,4
paul_ricard,SOFTEST,Pooled (simulator),4,0.062196594228045764,0.0008454123400004137,571,36,4
portimao,HARDEST,Pooled (simulator),4,0.004049777153034895,0.001264942248359267,765,25,2
portimao,MIDDLE,Pooled (simulator),4,0.003980323741868699,0.004639001975046669,1197,38,2
portimao,SOFTEST,Pooled (simulator),4,0.006971694380646938,0.008508184303999668,338,20,2
red_bull_ring,HARDEST,Pooled (simulator),4,0.02928073544690615,0.008424233201023076,5467,199,10
red_bull_ring,MIDDLE,Pooled (simulator),4,0.026751484048516218,0.005027841055713324,4840,232,11
red_bull_ring,SOFTEST,Pooled (simulator),4,0.04032296111720593,0.015912738375260135,1624,96,10
rodriguez,HARDEST,Pooled (simulator),4,0.021079097255626903,0.004373194014170975,3585,111,7
rodriguez,MIDDLE,Pooled (simulator),4,0.025337662554959374,0.004443892795618211,3225,140,7
rodriguez,SOFTEST,Pooled (simulator),4,0.046553942933219454,0.006971047773042402,1104,58,7
shanghai,HARDEST,Pooled (simulator),4,0.027394872004329433,0.01891355235534845,1503,74,4
shanghai,MIDDLE,Pooled (simulator),4,0.018668759325112146,0.01162069222746631,1749,107,5
shanghai,SOFTEST,Pooled (simulator),4,0.019162963578372272,0.007907800927248515,500,49,5
silverstone,HARDEST,Pooled (simulator),4,0.031681589096833565,0.013791491946061666,2018,103,7
silverstone,MIDDLE,Pooled (simulator),4,0.03482497478329075,0.00933387162938263,2228,144,7
silverstone,SOFTEST,Pooled (simulator),4,0.019046922153246,0.005666982477863117,878,74,7
singapore,HARDEST,Pooled (simulator),4,0.039605055114546595,0.006193573604153822,2285,80,5
singapore,MIDDLE,Pooled (simulator),4,0.03342989275519076,0.014516556046554522,1951,83,5
singapore,SOFTEST,Pooled (simulator),4,0.04359523176773233,0.011193348141875755,724,48,5
sochi,HARDEST,Pooled (simulator),4,0.0076675204340573445,0.01029161297426114,1225,38,3
sochi,MIDDLE,Pooled (simulator),4,0.02378401916910846,0.007490799001492492,1283,66,4
sochi,SOFTEST,Pooled (simulator),4,0.04192832304410801,0.014368830799806376,720,48,4
spa,HARDEST,Pooled (simulator),4,0.04633806388421166,0.013185994650283526,1442,78,6
spa,MIDDLE,Pooled (simulator),4,0.0776889904432978,0.008969406332050374,1927,143,8
spa,SOFTEST,Pooled (simulator),4,0.07585255542292477,0.015440630062188604,1747,112,8
suzuka,HARDEST,Pooled (simulator),4,0.04391181992885003,0.016708358426073506,1466,62,4
suzuka,MIDDLE,Pooled (simulator),4,0.05461518502331603,0.009031970454946876,1779,93,5
suzuka,SOFTEST,Pooled (simulator),4,0.06486039412373544,0.019682998412871505,1000,69,5
villeneuve,HARDEST,Pooled (simulator),4,0.01884895095337822,0.00806909577015257,2415,69,4
villeneuve,MIDDLE,Pooled (simulator),4,0.021682407279740162,0.004752231635513226,2927,125,6
villeneuve,SOFTEST,Pooled (simulator),4,0.02540830093236907,0.007431441082477233,1018,80,6
yas_marina,HARDEST,Pooled (simulator),4,0.028435233153044744,0.0063381927003038,4100,145,7
yas_marina,MIDDLE,Pooled (simulator),4,0.03752216389381117,0.009491483409964255,2775,162,8
yas_marina,SOFTEST,Pooled (simulator),4,0.0717554014539537,0.009453267352338257,641,60,8
zandvoort,HARDEST,Pooled (simulator),4,0.03388529070529919,0.004973233005277177,1932,72,5
zandvoort,MIDDLE,Pooled (simulator),4,0.04181683780746878,0.0033802490615229865,1868,89,5
zandvoort,SOFTEST,Pooled (simulator),4,0.038129216565012856,0.004316600110709025,1664,112,5
