circuit_key,compound_rank,estimator,estimator_order,wear_s_per_lap,se_s_per_lap,laps,stints,races
sochi,MIDDLE,IPCW-corrected,3,0.02296055177049493,0.007490799001492492,1283,66,4
sochi,SOFTEST,IPCW-corrected,3,0.03863219064086445,0.014368830799806376,720,48,4
spa,HARDEST,IPCW-corrected,3,0.055522973717291,0.013185994650283526,1442,78,6
spa,MIDDLE,IPCW-corrected,3,0.08487750990789106,0.008969406332050374,1927,143,8
spa,SOFTEST,IPCW-corrected,3,0.08765501619922031,0.015440630062188604,1747,112,8
suzuka,HARDEST,IPCW-corrected,3,0.05735210439555327,0.016708358426073506,1466,62,4
suzuka,MIDDLE,IPCW-corrected,3,0.05827180257398449,0.009031970454946876,1779,93,5
suzuka,SOFTEST,IPCW-corrected,3,0.07582087876114461,0.019682998412871505,1000,69,5
villeneuve,HARDEST,IPCW-corrected,3,0.018834369479697785,0.00806909577015257,2415,69,4
villeneuve,MIDDLE,IPCW-corrected,3,0.02125938690085142,0.004752231635513226,2927,125,6
villeneuve,SOFTEST,IPCW-corrected,3,0.022765939567027976,0.007431441082477233,1018,80,6
yas_marina,HARDEST,IPCW-corrected,3,0.029169438206594574,0.0063381927003038,4100,145,7
yas_marina,MIDDLE,IPCW-corrected,3,0.03858856376778737,0.009491483409964255,2775,162,8
yas_marina,SOFTEST,IPCW-corrected,3,0.0754727157458084,0.009453267352338257,641,60,8
zandvoort,HARDEST,IPCW-corrected,3,0.03459745574488192,0.004973233005277177,1932,72,5
zandvoort,MIDDLE,IPCW-corrected,3,0.04204679226110408,0.0033802490615229865,1868,89,5
zandvoort,SOFTEST,IPCW-corrected,3,0.03769513243289108,0.004316600110709025,1664,112,5
albert_park,HARDEST,Pooled (simulator),4,0.03321298503697861,0.002933933490979565,1728,78,4
albert_park,MIDDLE,Pooled (simulator),4,0.007056130109093586,0.011947749197604553,1507,75,5
albert_park,SOFTEST,Pooled (simulator),4,0.017925638370048187,0.005499485593756062,841,65,5
bahrain,HARDEST,Pooled (simulator),4,0.09791228071392126,0.00569827149851538,1485,85,6
bahrain,MIDDLE,Pooled (simulator),4,0.10289093949625153,0.00604721343104669,2612,155,7
bahrain,SOFTEST,Pooled (simulator),4,0.09902027693575,0.010939999003511456,1992,189,7
bahrain_outer,HARDEST,Pooled (simulator),4,0.030234369477413345,,271,13,1
bahrain_outer,MIDDLE,Pooled (simulator),4,0.0238998643257051,,587,24,1
bahrain_outer,SOFTEST,Pooled (simulator),4,0.023954432489066143,,329,18,1
baku,HARDEST,Pooled (simulator),4,0.007603084314083361,0.013131884336707127,1877,80,4
baku,MIDDLE,Pooled (simulator),4,0.009105533370930143,0.003879651743994965,2330,113,7
baku,SOFTEST,Pooled (simulator),4,0.017182267596819505,0.005652406164025308,864,93,6
catalunya,HARDEST,Pooled (simulator),4,0.03628365236844702,0.01804784872515007,2152,98,8
catalunya,MIDDLE,Pooled (simulator),4,0.05297532820691357,0.0094646710290235,3901,193,9
catalunya,SOFTEST,Pooled (simulator),4,0.06241334264290073,0.011089089395066882,3549,247,9
cota,HARDEST,Pooled (simulator),4,0.03801121162787453,0.013674354843775528,2893,137,7
cota,MIDDLE,Pooled (simulator),4,0.0491489112167077,0.0088494769942651,2413,157,7
cota,SOFTEST,Pooled (simulator),4,0.060540416747397324,0.010289694503266207,720,43,6
hockenheim,HARDEST,Pooled (simulator),4,0.08351058462356023,,151,9,1
hockenheim,MIDDLE,Pooled (simulator),4,0.038288967589924616,,179,12,1
hockenheim,SOFTEST,Pooled (simulator),4,0.017669587625120803,,144,13,1
hungaroring,HARDEST,Pooled (simulator),4,0.04261837918959657,0.008492178205104096,4415,157,8
hungaroring,MIDDLE,Pooled (simulator),4,0.039535588908601274,0.005524692711539549,3781,174,8
hungaroring,SOFTEST,Pooled (simulator),4,0.049240948289686726,0.010259613823098026,1229,80,8
imola,HARDEST,Pooled (simulator),4,0.02669999296694685,0.02308057090789949,1097,35,3
imola,MIDDLE,Pooled (simulator),4,0.027071979203355457,0.015572187239154349,2121,91,4
imola,SOFTEST,Pooled (simulator),4,0.02831232313946572,0.007534200835808425,505,47,4
interlagos,HARDEST,Pooled (simulator),4,0.025414902116994723,0.0015775388667632405,1298,52,5
interlagos,MIDDLE,Pooled (simulator),4,0.04306772574722303,0.0030724859759770594,2492,141,5
interlagos,SOFTEST,Pooled (simulator),4,0.04072942646938396,0.006626483889475187,1494,98,5
jeddah,HARDEST,Pooled (simulator),4,0.007737132020864365,0.015519919436918413,1280,48,3
jeddah,MIDDLE,Pooled (simulator),4,0.02384700075146183,0.012492625425867564,1731,98,5
jeddah,SOFTEST,Pooled (simulator),4,0.018812600357000595,0.004977518405463603,544,43,5
las_vegas,HARDEST,Pooled (simulator),4,0.03216900243688857,0.02914446225577803,1156,65,2
las_vegas,MIDDLE,Pooled (simulator),4,0.024722223315299698,0.004848067228782588,843,54,3
