stint_id,race_id,driver_code,team,stint,compound,compound_rank,fresh_tyre,start_lap,end_lap,stint_laps,ended_in_pit,ran_to_flag,tyre_life_observed,caution_during_stint
2020_09_GRO_s4,2020_09,GRO,Haas F1 Team,4,HARD,HARDEST,False,29.0,42.0,14.0,True,False,True,True
2020_09_GRO_s5,2020_09,GRO,Haas F1 Team,5,SOFT,SOFTEST,False,43.0,44.0,2.0,True,False,True,True
2020_09_GRO_s6,2020_09,GRO,Haas F1 Team,6,SOFT,SOFTEST,False,45.0,59.0,15.0,False,True,False,True
2020_09_HAM_s1,2020_09,HAM,Mercedes,1,SOFT,SOFTEST,False,1.0,7.0,7.0,True,False,True,True
2020_09_HAM_s2,2020_09,HAM,Mercedes,2,SOFT,SOFTEST,False,8.0,8.0,1.0,True,False,True,True
2020_09_HAM_s3,2020_09,HAM,Mercedes,3,MEDIUM,MIDDLE,True,9.0,32.0,24.0,True,False,True,False
2020_09_HAM_s4,2020_09,HAM,Mercedes,4,HARD,HARDEST,True,33.0,44.0,12.0,True,False,True,True
2020_09_HAM_s5,2020_09,HAM,Mercedes,5,MEDIUM,MIDDLE,True,45.0,45.0,1.0,True,False,True,True
2020_09_HAM_s6,2020_09,HAM,Mercedes,6,SOFT,SOFTEST,False,46.0,59.0,14.0,False,True,False,False
2020_09_KVY_s1,2020_09,KVY,AlphaTauri,1,MEDIUM,MIDDLE,True,1.0,7.0,7.0,True,False,True,True
2020_09_KVY_s2,2020_09,KVY,AlphaTauri,2,MEDIUM,MIDDLE,False,8.0,8.0,1.0,True,False,True,True
2020_09_KVY_s3,2020_09,KVY,AlphaTauri,3,SOFT,SOFTEST,True,9.0,29.0,21.0,True,False,True,False
2020_09_KVY_s4,2020_09,KVY,AlphaTauri,4,MEDIUM,MIDDLE,False,30.0,43.0,14.0,True,False,True,True
2020_09_KVY_s5,2020_09,KVY,AlphaTauri,5,SOFT,SOFTEST,False,44.0,45.0,2.0,True,False,True,True
2020_09_KVY_s6,2020_09,KVY,AlphaTauri,6,SOFT,SOFTEST,False,46.0,59.0,14.0,False,True,False,False
2020_09_LAT_s1,2020_09,LAT,Williams,1,MEDIUM,MIDDLE,True,1.0,7.0,7.0,False,False,False,True
2020_09_LEC_s1,2020_09,LEC,Ferrari,1,SOFT,SOFTEST,False,1.0,7.0,7.0,True,False,True,True
2020_09_LEC_s2,2020_09,LEC,Ferrari,2,SOFT,SOFTEST,False,8.0,8.0,1.0,True,False,True,True
2020_09_LEC_s3,2020_09,LEC,Ferrari,3,SOFT,SOFTEST,False,9.0,21.0,13.0,True,False,True,False
2020_09_LEC_s4,2020_09,LEC,Ferrari,4,HARD,HARDEST,True,22.0,37.0,16.0,True,False,True,False
2020_09_LEC_s5,2020_09,LEC,Ferrari,5,MEDIUM,MIDDLE,True,38.0,45.0,8.0,True,False,True,True
2020_09_LEC_s6,2020_09,LEC,Ferrari,6,SOFT,SOFTEST,False,46.0,59.0,14.0,False,True,False,False
2020_09_MAG_s1,2020_09,MAG,Haas F1 Team,1,SOFT,SOFTEST,True,1.0,6.0,6.0,False,False,False,True
2020_09_NOR_s1,2020_09,NOR,McLaren,1,SOFT,SOFTEST,True,1.0,7.0,7.0,True,False,True,True
2020_09_NOR_s2,2020_09,NOR,McLaren,2,SOFT,SOFTEST,False,8.0,8.0,1.0,True,False,True,True
2020_09_NOR_s3,2020_09,NOR,McLaren,3,SOFT,SOFTEST,False,9.0,29.0,21.0,True,False,True,False
2020_09_NOR_s4,2020_09,NOR,McLaren,4,MEDIUM,MIDDLE,True,30.0,43.0,14.0,True,False,True,True
2020_09_NOR_s5,2020_09,NOR,McLaren,5,SOFT,SOFTEST,False,44.0,45.0,2.0,True,False,True,True
2020_09_NOR_s6,2020_09,NOR,McLaren,6,SOFT,SOFTEST,False,46.0,59.0,14.0,False,True,False,False
2020_09_OCO_s1,2020_09,OCO,Renault,1,SOFT,SOFTEST,False,1.0,7.0,7.0,True,False,True,True
2020_09_OCO_s2,2020_09,OCO,Renault,2,SOFT,SOFTEST,False,8.0,8.0,1.0,True,False,True,True
2020_09_PER_s1,2020_09,PER,Racing Point,1,SOFT,SOFTEST,False,1.0,7.0,7.0,True,False,True,True
2020_09_PER_s2,2020_09,PER,Racing Point,2,SOFT,SOFTEST,False,8.0,8.0,1.0,True,False,True,True
2020_09_PER_s3,2020_09,PER,Racing Point,3,SOFT,SOFTEST,False,9.0,28.0,20.0,True,False,True,False
2020_09_PER_s4,2020_09,PER,Racing Point,4,MEDIUM,MIDDLE,True,29.0,43.0,15.0,True,False,True,True
2020_09_PER_s5,2020_09,PER,Racing Point,5,SOFT,SOFTEST,False,44.0,45.0,2.0,True,False,True,True
2020_09_PER_s6,2020_09,PER,Racing Point,6,SOFT,SOFTEST,False,46.0,59.0,14.0,False,True,False,False
2020_09_RAI_s1,2020_09,RAI,Alfa Romeo Racing,1,MEDIUM,MIDDLE,True,1.0,1.0,1.0,True,False,True,True
2020_09_RAI_s2,2020_09,RAI,Alfa Romeo Racing,2,MEDIUM,MIDDLE,False,2.0,7.0,6.0,True,False,True,True
2020_09_RAI_s3,2020_09,RAI,Alfa Romeo Racing,3,MEDIUM,MIDDLE,False,8.0,8.0,1.0,True,False,True,True
2020_09_RAI_s4,2020_09,RAI,Alfa Romeo Racing,4,MEDIUM,MIDDLE,False,9.0,27.0,19.0,True,False,True,False
2020_09_RAI_s5,2020_09,RAI,Alfa Romeo Racing,5,HARD,HARDEST,True,28.0,42.0,15.0,True,False,True,True
2020_09_RAI_s6,2020_09,RAI,Alfa Romeo Racing,6,SOFT,SOFTEST,True,43.0,44.0,2.0,True,False,True,True
2020_09_RAI_s7,2020_09,RAI,Alfa Romeo Racing,7,SOFT,SOFTEST,False,45.0,59.0,15.0,False,True,False,True
2020_09_RIC_s1,2020_09,RIC,Renault,1,SOFT,SOFTEST,False,1.0,7.0,7.0,True,False,True,True
2020_09_RIC_s2,2020_09,RIC,Renault,2,SOFT,SOFTEST,False,8.0,8.0,1.0,True,False,True,True
2020_09_RIC_s3,2020_09,RIC,Renault,3,SOFT,SOFTEST,False,9.0,27.0,19.0,True,False,True,False
2020_09_RIC_s4,2020_09,RIC,Renault,4,MEDIUM,MIDDLE,True,28.0,43.0,16.0,True,False,True,True
2020_09_RIC_s5,2020_09,RIC,Renault,5,SOFT,SOFTEST,False,44.0,45.0,2.0,True,False,True,True
2020_09_RIC_s6,2020_09,RIC,Renault,6,SOFT,SOFTEST,False,46.0,59.0,14.0,False,True,False,False
2020_09_RUS_s1,2020_09,RUS,Williams,1,MEDIUM,MIDDLE,True,1.0,7.0,7.0,True,False,True,True
2020_09_RUS_s2,2020_09,RUS,Williams,2,MEDIUM,MIDDLE,False,8.0,8.0,1.0,True,False,True,True
2020_09_RUS_s3,2020_09,RUS,Williams,3,MEDIUM,MIDDLE,True,9.0,29.0,21.0,True,False,True,False
2020_09_RUS_s4,2020_09,RUS,Williams,4,HARD,HARDEST,True,30.0,43.0,14.0,True,False,True,True
2020_09_RUS_s5,2020_09,RUS,Williams,5,SOFT,SOFTEST,True,44.0,45.0,2.0,True,False,True,True
2020_09_RUS_s6,2020_09,RUS,Williams,6,SOFT,SOFTEST,False,46.0,59.0,14.0,False,True,False,False
2020_09_SAI_s1,2020_09,SAI,McLaren,1,SOFT,SOFTEST,False,1.0,6.0,6.0,False,False,False,True
2020_09_STR_s1,2020_09,STR,Racing Point,1,SOFT,SOFTEST,False,1.0,7.0,7.0,True,False,True,True
2020_09_STR_s2,2020_09,STR,Racing Point,2,SOFT,SOFTEST,False,8.0,8.0,1.0,True,False,True,True
2020_09_STR_s3,2020_09,STR,Racing Point,3,SOFT,SOFTEST,False,9.0,30.0,22.0,True,False,True,False
2020_09_STR_s4,2020_09,STR,Racing Point,4,MEDIUM,MIDDLE,True,31.0,43.0,13.0,False,False,False,True
2020_09_VER_s1,2020_09,VER,Red Bull Racing,1,SOFT,SOFTEST,False,1.0,1.0,1.0,False,False,False,True
2020_09_VET_s1,2020_09,VET,Ferrari,1,SOFT,SOFTEST,True,1.0,1.0,1.0,True,False,True,True
2020_09_VET_s2,2020_09,VET,Ferrari,2,MEDIUM,MIDDLE,True,2.0,7.0,6.0,True,False,True,True
2020_09_VET_s3,2020_09,VET,Ferrari,3,MEDIUM,MIDDLE,False,8.0,8.0,1.0,True,False,True,True
2020_09_VET_s4,2020_09,VET,Ferrari,4,SOFT,SOFTEST,False,9.0,28.0,20.0,True,False,True,False
2020_09_VET_s5,2020_09,VET,Ferrari,5,HARD,HARDEST,True,29.0,43.0,15.0,True,False,True,True
2020_09_VET_s6,2020_09,VET,Ferrari,6,SOFT,SOFTEST,False,44.0,45.0,2.0,True,False,True,True
2020_09_VET_s7,2020_09,VET,Ferrari,7,SOFT,SOFTEST,False,46.0,59.0,14.0,False,True,False,False
2020_10_ALB_s1,2020_10,ALB,Red Bull Racing,1,SOFT,SOFTEST,False,1.0,1.0,1.0,True,False,True,True
2020_10_ALB_s2,2020_10,ALB,Red Bull Racing,2,HARD,HARDEST,True,2.0,27.0,26.0,True,False,True,True
2020_10_ALB_s3,2020_10,ALB,Red Bull Racing,3,MEDIUM,MIDDLE,True,28.0,53.0,26.0,False,True,False,True
2020_10_BOT_s1,2020_10,BOT,Mercedes,1,MEDIUM,MIDDLE,False,1.0,26.0,26.0,True,False,True,True
2020_10_BOT_s2,2020_10,BOT,Mercedes,2,HARD,HARDEST,True,27.0,53.0,27.0,False,True,False,True
2020_10_GAS_s1,2020_10,GAS,AlphaTauri,1,SOFT,SOFTEST,False,1.0,18.0,18.0,True,False,True,True
2020_10_GAS_s2,2020_10,GAS,AlphaTauri,2,HARD,HARDEST,True,19.0,42.0,24.0,True,False,True,True
2020_10_GAS_s3,2020_10,GAS,AlphaTauri,3,MEDIUM,MIDDLE,True,43.0,53.0,11.0,False,True,False,True
2020_10_GIO_s1,2020_10,GIO,Alfa Romeo Racing,1,MEDIUM,MIDDLE,True,1.0,16.0,16.0,True,False,True,True
2020_10_GIO_s2,2020_10,GIO,Alfa Romeo Racing,2,HARD,HARDEST,True,17.0,52.0,36.0,False,True,False,True
2020_10_GRO_s1,2020_10,GRO,Haas F1 Team,1,MEDIUM,MIDDLE,True,1.0,17.0,17.0,True,False,True,True
2020_10_GRO_s2,2020_10,GRO,Haas F1 Team,2,HARD,HARDEST,True,18.0,42.0,25.0,True,False,True,True
2020_10_GRO_s3,2020_10,GRO,Haas F1 Team,3,MEDIUM,MIDDLE,True,43.0,52.0,10.0,False,True,False,False
2020_10_HAM_s1,2020_10,HAM,Mercedes,1,SOFT,SOFTEST,False,1.0,16.0,16.0,True,False,True,True
2020_10_HAM_s2,2020_10,HAM,Mercedes,2,HARD,HARDEST,True,17.0,53.0,37.0,False,True,False,True
2020_10_KVY_s1,2020_10,KVY,AlphaTauri,1,HARD,HARDEST,True,1.0,30.0,30.0,True,False,True,True
2020_10_KVY_s2,2020_10,KVY,AlphaTauri,2,MEDIUM,MIDDLE,True,31.0,53.0,23.0,False,True,False,True
2020_10_LAT_s1,2020_10,LAT,Williams,1,MEDIUM,MIDDLE,True,1.0,17.0,17.0,True,False,True,True
2020_10_LAT_s2,2020_10,LAT,Williams,2,HARD,HARDEST,True,18.0,52.0,35.0,False,True,False,True
2020_10_LEC_s1,2020_10,LEC,Ferrari,1,MEDIUM,MIDDLE,True,1.0,28.0,28.0,True,False,True,True
2020_10_LEC_s2,2020_10,LEC,Ferrari,2,HARD,HARDEST,True,29.0,53.0,25.0,False,True,False,True
2020_10_MAG_s1,2020_10,MAG,Haas F1 Team,1,MEDIUM,MIDDLE,True,1.0,19.0,19.0,True,False,True,True
2020_10_MAG_s2,2020_10,MAG,Haas F1 Team,2,HARD,HARDEST,True,20.0,52.0,33.0,False,True,False,True
2020_10_NOR_s1,2020_10,NOR,McLaren,1,SOFT,SOFTEST,False,1.0,1.0,1.0,True,False,True,True
2020_10_NOR_s2,2020_10,NOR,McLaren,2,HARD,HARDEST,True,2.0,47.0,46.0,True,False,True,True
2020_10_NOR_s3,2020_10,NOR,McLaren,3,MEDIUM,MIDDLE,True,48.0,52.0,5.0,False,True,False,False
2020_10_OCO_s1,2020_10,OCO,Renault,1,SOFT,SOFTEST,False,1.0,18.0,18.0,True,False,True,True
2020_10_OCO_s2,2020_10,OCO,Renault,2,HARD,HARDEST,True,19.0,53.0,35.0,False,True,False,True
2020_10_PER_s1,2020_10,PER,Racing Point,1,SOFT,SOFTEST,False,1.0,20.0,20.0,True,False,True,True
2020_10_PER_s2,2020_10,PER,Racing Point,2,HARD,HARDEST,True,21.0,53.0,33.0,False,True,False,True
2020_10_RAI_s1,2020_10,RAI,Alfa Romeo Racing,1,HARD,HARDEST,True,1.0,35.0,35.0,True,False,True,True
2020_10_RAI_s2,2020_10,RAI,Alfa Romeo Racing,2,MEDIUM,MIDDLE,True,36.0,52.0,17.0,False,True,False,True
2020_10_RIC_s1,2020_10,RIC,Renault,1,SOFT,SOFTEST,False,1.0,15.0,15.0,True,False,True,True
2020_10_RIC_s2,2020_10,RIC,Renault,2,HARD,HARDEST,True,16.0,53.0,38.0,False,True,False,True
2020_10_RUS_s1,2020_10,RUS,Williams,1,MEDIUM,MIDDLE,True,1.0,1.0,1.0,True,False,True,True
2020_10_RUS_s2,2020_10,RUS,Williams,2,HARD,HARDEST,True,2.0,14.0,13.0,True,False,True,True
2020_10_RUS_s3,2020_10,RUS,Williams,3,MEDIUM,MIDDLE,False,15.0,50.0,36.0,True,False,True,True
2020_10_RUS_s4,2020_10,RUS,Williams,4,SOFT,SOFTEST,True,51.0,52.0,2.0,False,True,False,False
2020_10_SAI_s1,2020_10,SAI,McLaren,1,SOFT,SOFTEST,False,1.0,1.0,1.0,False,False,False,True
2020_10_STR_s1,2020_10,STR,Racing Point,1,MEDIUM,MIDDLE,True,1.0,1.0,1.0,False,False,False,True
2020_10_VER_s1,2020_10,VER,Red Bull Racing,1,MEDIUM,MIDDLE,False,1.0,25.0,25.0,True,False,True,True
2020_10_VER_s2,2020_10,VER,Red Bull Racing,2,HARD,HARDEST,True,26.0,53.0,28.0,False,True,False,True
2020_10_VET_s1,2020_10,VET,Ferrari,1,MEDIUM,MIDDLE,True,1.0,30.0,30.0,True,False,True,True
2020_10_VET_s2,2020_10,VET,Ferrari,2,HARD,HARDEST,True,31.0,52.0,22.0,False,True,False,True
2020_11_ALB_s1,2020_11,ALB,Red Bull Racing,1,SOFT,SOFTEST,False,1.0,7.0,7.0,True,False,True,True
2020_11_ALB_s2,2020_11,ALB,Red Bull Racing,2,MEDIUM,MIDDLE,True,8.0,23.0,16.0,True,False,True,True
2020_11_BOT_s1,2020_11,BOT,Mercedes,1,SOFT,SOFTEST,False,1.0,13.0,13.0,True,False,True,True
2020_11_BOT_s2,2020_11,BOT,Mercedes,2,MEDIUM,MIDDLE,True,14.0,18.0,5.0,True,False,True,True
2020_11_GAS_s1,2020_11,GAS,AlphaTauri,1,MEDIUM,MIDDLE,True,1.0,30.0,30.0,True,False,True,True
2020_11_GAS_s2,2020_11,GAS,AlphaTauri,2,HARD,HARDEST,True,31.0,44.0,14.0,True,False,True,True
2020_11_GAS_s3,2020_11,GAS,AlphaTauri,3,SOFT,SOFTEST,True,45.0,60.0,16.0,False,True,False,True
2020_11_GIO_s1,2020_11,GIO,Alfa Romeo Racing,1,SOFT,SOFTEST,True,1.0,15.0,15.0,True,False,True,True
2020_11_GIO_s2,2020_11,GIO,Alfa Romeo Racing,2,MEDIUM,MIDDLE,True,16.0,36.0,21.0,True,False,True,True
2020_11_GIO_s3,2020_11,GIO,Alfa Romeo Racing,3,MEDIUM,MIDDLE,True,37.0,60.0,24.0,False,True,False,True
2020_11_GRO_s1,2020_11,GRO,Haas F1 Team,1,MEDIUM,MIDDLE,True,1.0,28.0,28.0,True,False,True,True
2020_11_GRO_s2,2020_11,GRO,Haas F1 Team,2,HARD,HARDEST,True,29.0,60.0,32.0,False,True,False,True
2020_11_HAM_s1,2020_11,HAM,Mercedes,1,SOFT,SOFTEST,False,1.0,16.0,16.0,True,False,True,True
2020_11_HAM_s2,2020_11,HAM,Mercedes,2,MEDIUM,MIDDLE,True,17.0,45.0,29.0,True,False,True,True
2020_11_HAM_s3,2020_11,HAM,Mercedes,3,SOFT,SOFTEST,False,46.0,60.0,15.0,False,True,False,True
2020_11_HUL_s1,2020_11,HUL,Racing Point,1,SOFT,SOFTEST,True,1.0,29.0,29.0,True,False,True,True
2020_11_HUL_s2,2020_11,HUL,Racing Point,2,MEDIUM,MIDDLE,True,30.0,44.0,15.0,True,False,True,True
2020_11_HUL_s3,2020_11,HUL,Racing Point,3,SOFT,SOFTEST,True,45.0,60.0,16.0,False,True,False,True
2020_11_KVY_s1,2020_11,KVY,AlphaTauri,1,MEDIUM,MIDDLE,True,1.0,17.0,17.0,True,False,True,True
2020_11_KVY_s2,2020_11,KVY,AlphaTauri,2,HARD,HARDEST,True,18.0,44.0,27.0,True,False,True,True
2020_11_KVY_s3,2020_11,KVY,AlphaTauri,3,SOFT,SOFTEST,True,45.0,60.0,16.0,False,True,False,True
2020_11_LAT_s1,2020_11,LAT,Williams,1,SOFT,SOFTEST,True,1.0,14.0,14.0,True,False,True,True
2020_11_LAT_s2,2020_11,LAT,Williams,2,MEDIUM,MIDDLE,True,15.0,33.0,19.0,True,False,True,True
2020_11_LAT_s3,2020_11,LAT,Williams,3,MEDIUM,MIDDLE,True,34.0,60.0,27.0,False,True,False,True
2020_11_LEC_s1,2020_11,LEC,Ferrari,1,SOFT,SOFTEST,False,1.0,10.0,10.0,True,False,True,True
2020_11_LEC_s2,2020_11,LEC,Ferrari,2,MEDIUM,MIDDLE,True,11.0,35.0,25.0,True,False,True,True
2020_11_LEC_s3,2020_11,LEC,Ferrari,3,MEDIUM,MIDDLE,False,36.0,60.0,25.0,False,True,False,True
2020_11_MAG_s1,2020_11,MAG,Haas F1 Team,1,SOFT,SOFTEST,True,1.0,14.0,14.0,True,False,True,True
2020_11_MAG_s2,2020_11,MAG,Haas F1 Team,2,MEDIUM,MIDDLE,True,15.0,34.0,20.0,True,False,True,True
2020_11_MAG_s3,2020_11,MAG,Haas F1 Team,3,MEDIUM,MIDDLE,True,35.0,60.0,26.0,False,True,False,True
2020_11_NOR_s1,2020_11,NOR,McLaren,1,SOFT,SOFTEST,False,1.0,29.0,29.0,True,False,True,True
2020_11_NOR_s2,2020_11,NOR,McLaren,2,MEDIUM,MIDDLE,True,30.0,43.0,14.0,False,False,False,True
2020_11_OCO_s1,2020_11,OCO,Renault,1,SOFT,SOFTEST,False,1.0,22.0,22.0,True,False,True,True
2020_11_PER_s1,2020_11,PER,Racing Point,1,SOFT,SOFTEST,False,1.0,28.0,28.0,True,False,True,True
2020_11_PER_s2,2020_11,PER,Racing Point,2,MEDIUM,MIDDLE,True,29.0,45.0,17.0,True,False,True,True
2020_11_PER_s3,2020_11,PER,Racing Point,3,SOFT,SOFTEST,False,46.0,60.0,15.0,False,True,False,True
2020_11_RAI_s1,2020_11,RAI,Alfa Romeo Racing,1,SOFT,SOFTEST,True,1.0,10.0,10.0,True,False,True,True
2020_11_RAI_s2,2020_11,RAI,Alfa Romeo Racing,2,MEDIUM,MIDDLE,True,11.0,44.0,34.0,True,False,True,True
2020_11_RAI_s3,2020_11,RAI,Alfa Romeo Racing,3,SOFT,SOFTEST,True,45.0,60.0,16.0,False,True,False,True
2020_11_RIC_s1,2020_11,RIC,Renault,1,SOFT,SOFTEST,False,1.0,16.0,16.0,True,False,True,True
2020_11_RIC_s2,2020_11,RIC,Renault,2,MEDIUM,MIDDLE,True,17.0,44.0,28.0,True,False,True,True
2020_11_RIC_s3,2020_11,RIC,Renault,3,SOFT,SOFTEST,False,45.0,60.0,16.0,False,True,False,True
2020_11_RUS_s1,2020_11,RUS,Williams,1,SOFT,SOFTEST,True,1.0,11.0,11.0,True,False,True,True
2020_11_RUS_s2,2020_11,RUS,Williams,2,MEDIUM,MIDDLE,True,12.0,13.0,2.0,False,False,False,True
2020_11_SAI_s1,2020_11,SAI,McLaren,1,SOFT,SOFTEST,False,1.0,28.0,28.0,True,False,True,True
2020_11_SAI_s2,2020_11,SAI,McLaren,2,MEDIUM,MIDDLE,True,29.0,44.0,16.0,True,False,True,True
2020_11_SAI_s3,2020_11,SAI,McLaren,3,SOFT,SOFTEST,False,45.0,60.0,16.0,False,True,False,True
2020_11_VER_s1,2020_11,VER,Red Bull Racing,1,SOFT,SOFTEST,False,1.0,16.0,16.0,True,False,True,True
2020_11_VER_s2,2020_11,VER,Red Bull Racing,2,MEDIUM,MIDDLE,True,17.0,45.0,29.0,True,False,True,True
2020_11_VER_s3,2020_11,VER,Red Bull Racing,3,SOFT,SOFTEST,False,46.0,60.0,15.0,False,True,False,True
2020_11_VET_s1,2020_11,VET,Ferrari,1,MEDIUM,MIDDLE,True,1.0,11.0,11.0,True,False,True,True
2020_11_VET_s2,2020_11,VET,Ferrari,2,HARD,HARDEST,True,12.0,41.0,30.0,True,False,True,True
2020_11_VET_s3,2020_11,VET,Ferrari,3,SOFT,SOFTEST,True,42.0,60.0,19.0,False,True,False,True
2020_12_ALB_s1,2020_12,ALB,Red Bull Racing,1,SOFT,SOFTEST,False,1.0,19.0,19.0,True,False,True,True
2020_12_ALB_s2,2020_12,ALB,Red Bull Racing,2,MEDIUM,MIDDLE,False,20.0,46.0,27.0,True,False,True,False
2020_12_ALB_s3,2020_12,ALB,Red Bull Racing,3,SOFT,SOFTEST,False,47.0,65.0,19.0,False,True,False,False
2020_12_BOT_s1,2020_12,BOT,Mercedes,1,MEDIUM,MIDDLE,False,1.0,41.0,41.0,True,False,True,True
2020_12_BOT_s2,2020_12,BOT,Mercedes,2,HARD,HARDEST,True,42.0,66.0,25.0,False,True,False,False
2020_12_GAS_s1,2020_12,GAS,AlphaTauri,1,SOFT,SOFTEST,False,1.0,28.0,28.0,True,False,True,True
2020_12_GAS_s2,2020_12,GAS,AlphaTauri,2,MEDIUM,MIDDLE,True,29.0,65.0,37.0,False,True,False,False
2020_12_GIO_s1,2020_12,GIO,Alfa Romeo Racing,1,MEDIUM,MIDDLE,True,1.0,28.0,28.0,True,False,True,True
2020_12_GIO_s2,2020_12,GIO,Alfa Romeo Racing,2,HARD,HARDEST,True,29.0,65.0,37.0,False,True,False,False
2020_12_GRO_s1,2020_12,GRO,Haas F1 Team,1,MEDIUM,MIDDLE,True,1.0,26.0,26.0,True,False,True,True
2020_12_GRO_s2,2020_12,GRO,Haas F1 Team,2,HARD,HARDEST,True,27.0,65.0,39.0,False,True,False,False
2020_12_HAM_s1,2020_12,HAM,Mercedes,1,MEDIUM,MIDDLE,False,1.0,40.0,40.0,True,False,True,True
2020_12_HAM_s2,2020_12,HAM,Mercedes,2,HARD,HARDEST,True,41.0,66.0,26.0,False,True,False,False
2020_12_KVY_s1,2020_12,KVY,AlphaTauri,1,MEDIUM,MIDDLE,True,1.0,25.0,25.0,True,False,True,True
2020_12_KVY_s2,2020_12,KVY,AlphaTauri,2,HARD,HARDEST,False,26.0,55.0,30.0,True,False,True,False
2020_12_KVY_s3,2020_12,KVY,AlphaTauri,3,SOFT,SOFTEST,True,56.0,64.0,9.0,False,False,False,False
2020_12_LAT_s1,2020_12,LAT,Williams,1,MEDIUM,MIDDLE,True,1.0,24.0,24.0,True,False,True,True
2020_12_LAT_s2,2020_12,LAT,Williams,2,HARD,HARDEST,True,25.0,64.0,40.0,False,False,False,False
2020_12_LEC_s1,2020_12,LEC,Ferrari,1,MEDIUM,MIDDLE,False,1.0,34.0,34.0,True,False,True,True
2020_12_LEC_s2,2020_12,LEC,Ferrari,2,HARD,HARDEST,True,35.0,66.0,32.0,False,True,False,False
2020_12_MAG_s1,2020_12,MAG,Haas F1 Team,1,HARD,HARDEST,True,1.0,31.0,31.0,True,False,True,True
2020_12_MAG_s2,2020_12,MAG,Haas F1 Team,2,MEDIUM,MIDDLE,True,32.0,65.0,34.0,False,True,False,False
2020_12_NOR_s1,2020_12,NOR,McLaren,1,SOFT,SOFTEST,False,1.0,18.0,18.0,True,False,True,True
2020_12_NOR_s2,2020_12,NOR,McLaren,2,HARD,HARDEST,True,19.0,43.0,25.0,True,False,True,False
2020_12_NOR_s3,2020_12,NOR,McLaren,3,MEDIUM,MIDDLE,True,44.0,65.0,22.0,False,True,False,False
2020_12_OCO_s1,2020_12,OCO,Renault,1,MEDIUM,MIDDLE,True,1.0,53.0,53.0,True,False,True,True
2020_12_OCO_s2,2020_12,OCO,Renault,2,SOFT,SOFTEST,True,54.0,65.0,12.0,False,True,False,False
2020_12_PER_s1,2020_12,PER,Racing Point,1,SOFT,SOFTEST,False,1.0,1.0,1.0,True,False,True,True
2020_12_PER_s2,2020_12,PER,Racing Point,2,MEDIUM,MIDDLE,True,2.0,45.0,44.0,True,False,True,False
2020_12_PER_s3,2020_12,PER,Racing Point,3,SOFT,SOFTEST,False,46.0,65.0,20.0,False,True,False,False
2020_12_RAI_s1,2020_12,RAI,Alfa Romeo Racing,1,SOFT,SOFTEST,True,1.0,11.0,11.0,True,False,True,True
2020_12_RAI_s2,2020_12,RAI,Alfa Romeo Racing,2,MEDIUM,MIDDLE,True,12.0,65.0,54.0,False,True,False,False
2020_12_RIC_s1,2020_12,RIC,Renault,1,SOFT,SOFTEST,False,1.0,14.0,14.0,True,False,True,True
2020_12_RIC_s2,2020_12,RIC,Renault,2,MEDIUM,MIDDLE,True,15.0,65.0,51.0,False,True,False,False
2020_12_RUS_s1,2020_12,RUS,Williams,1,MEDIUM,MIDDLE,True,1.0,36.0,36.0,True,False,True,True
2020_12_RUS_s2,2020_12,RUS,Williams,2,HARD,HARDEST,True,37.0,65.0,29.0,False,True,False,False
2020_12_SAI_s1,2020_12,SAI,McLaren,1,SOFT,SOFTEST,False,1.0,26.0,26.0,True,False,True,True
2020_12_SAI_s2,2020_12,SAI,McLaren,2,MEDIUM,MIDDLE,True,27.0,65.0,39.0,False,True,False,False
2020_12_STR_s1,2020_12,STR,Racing Point,1,MEDIUM,MIDDLE,True,1.0,18.0,18.0,True,False,True,True
2020_12_STR_s2,2020_12,STR,Racing Point,2,HARD,HARDEST,True,19.0,34.0,16.0,True,False,True,False
2020_12_STR_s3,2020_12,STR,Racing Point,3,SOFT,SOFTEST,True,35.0,51.0,17.0,True,False,True,False
2020_12_VER_s1,2020_12,VER,Red Bull Racing,1,SOFT,SOFTEST,False,1.0,23.0,23.0,True,False,True,True
2020_12_VER_s2,2020_12,VER,Red Bull Racing,2,MEDIUM,MIDDLE,True,24.0,66.0,43.0,False,True,False,False
2020_12_VET_s1,2020_12,VET,Ferrari,1,MEDIUM,MIDDLE,False,1.0,27.0,27.0,True,False,True,True
2020_12_VET_s2,2020_12,VET,Ferrari,2,HARD,HARDEST,True,28.0,65.0,38.0,False,True,False,False
2020_13_ALB_s1,2020_13,ALB,Red Bull Racing,1,SOFT,SOFTEST,False,1.0,14.0,14.0,True,False,True,True
2020_13_ALB_s2,2020_13,ALB,Red Bull Racing,2,HARD,HARDEST,True,15.0,59.0,45.0,True,False,True,True
2020_13_ALB_s3,2020_13,ALB,Red Bull Racing,3,SOFT,SOFTEST,False,60.0,63.0,4.0,False,True,False,False
2020_13_BOT_s1,2020_13,BOT,Mercedes,1,MEDIUM,MIDDLE,False,1.0,19.0,19.0,True,False,True,True
2020_13_BOT_s2,2020_13,BOT,Mercedes,2,HARD,HARDEST,True,20.0,51.0,32.0,True,False,True,True
2020_13_BOT_s3,2020_13,BOT,Mercedes,3,SOFT,SOFTEST,False,52.0,63.0,12.0,False,True,False,True
2020_13_GAS_s1,2020_13,GAS,AlphaTauri,1,SOFT,SOFTEST,False,1.0,8.0,8.0,True,False,True,True
