stint_id,race_id,driver_code,team,stint,compound,compound_rank,fresh_tyre,start_lap,end_lap,stint_laps,ended_in_pit,ran_to_flag,tyre_life_observed,caution_during_stint
2018_01_ALO_s1,2018_01,ALO,McLaren,1,ULTRASOFT,SOFTEST,True,2.0,26.0,25.0,True,False,True,True
2018_01_ALO_s2,2018_01,ALO,McLaren,2,SOFT,HARDEST,True,27.0,58.0,32.0,False,True,False,True
2018_01_ALO_s<NA>,2018_01,ALO,McLaren,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_01_BOT_s1,2018_01,BOT,Mercedes,1,ULTRASOFT,SOFTEST,False,2.0,25.0,24.0,True,False,True,True
2018_01_BOT_s2,2018_01,BOT,Mercedes,2,SUPERSOFT,MIDDLE,True,26.0,58.0,33.0,False,True,False,True
2018_01_BOT_s<NA>,2018_01,BOT,Mercedes,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_01_ERI_s1,2018_01,ERI,Sauber,1,SUPERSOFT,MIDDLE,True,2.0,6.0,5.0,True,False,True,True
2018_01_ERI_s<NA>,2018_01,ERI,Sauber,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_01_GAS_s1,2018_01,GAS,Toro Rosso,1,ULTRASOFT,SOFTEST,True,2.0,14.0,13.0,True,False,True,True
2018_01_GAS_s<NA>,2018_01,GAS,Toro Rosso,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_01_GRO_s1,2018_01,GRO,Haas F1 Team,1,ULTRASOFT,SOFTEST,False,2.0,24.0,23.0,True,False,True,True
2018_01_GRO_s<NA>,2018_01,GRO,Haas F1 Team,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_01_HAM_s1,2018_01,HAM,Mercedes,1,ULTRASOFT,SOFTEST,False,3.0,19.0,17.0,True,False,True,True
2018_01_HAM_s2,2018_01,HAM,Mercedes,2,SOFT,HARDEST,True,20.0,58.0,39.0,False,True,False,True
2018_01_HAM_s<NA>,2018_01,HAM,Mercedes,,UNKNOWN,UNKNOWN,True,1.0,2.0,,False,False,False,True
2018_01_HAR_s1,2018_01,HAR,Toro Rosso,1,SUPERSOFT,MIDDLE,True,1.0,1.0,1.0,True,False,True,True
2018_01_HAR_s2,2018_01,HAR,Toro Rosso,2,SOFT,HARDEST,True,2.0,24.0,23.0,True,False,True,True
2018_01_HAR_s3,2018_01,HAR,Toro Rosso,3,ULTRASOFT,SOFTEST,True,25.0,57.0,33.0,False,True,False,True
2018_01_HUL_s1,2018_01,HUL,Renault,1,ULTRASOFT,SOFTEST,False,2.0,24.0,23.0,True,False,True,True
2018_01_HUL_s2,2018_01,HUL,Renault,2,SOFT,HARDEST,True,25.0,58.0,34.0,False,True,False,True
2018_01_HUL_s<NA>,2018_01,HUL,Renault,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_01_LEC_s1,2018_01,LEC,Sauber,1,SUPERSOFT,MIDDLE,True,2.0,20.0,19.0,True,False,True,True
2018_01_LEC_s2,2018_01,LEC,Sauber,2,SOFT,HARDEST,True,21.0,27.0,7.0,True,False,True,True
2018_01_LEC_s3,2018_01,LEC,Sauber,3,ULTRASOFT,SOFTEST,True,28.0,58.0,31.0,False,True,False,True
2018_01_LEC_s<NA>,2018_01,LEC,Sauber,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_01_MAG_s1,2018_01,MAG,Haas F1 Team,1,ULTRASOFT,SOFTEST,False,2.0,22.0,21.0,True,False,True,True
2018_01_MAG_s<NA>,2018_01,MAG,Haas F1 Team,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_01_OCO_s1,2018_01,OCO,Force India,1,ULTRASOFT,SOFTEST,True,2.0,23.0,22.0,True,False,True,True
2018_01_OCO_s2,2018_01,OCO,Force India,2,SOFT,HARDEST,True,24.0,58.0,35.0,False,True,False,True
2018_01_OCO_s<NA>,2018_01,OCO,Force India,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_01_PER_s1,2018_01,PER,Force India,1,ULTRASOFT,SOFTEST,True,2.0,24.0,23.0,True,False,True,True
2018_01_PER_s2,2018_01,PER,Force India,2,SOFT,HARDEST,True,25.0,58.0,34.0,False,True,False,True
2018_01_PER_s<NA>,2018_01,PER,Force India,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_01_RAI_s1,2018_01,RAI,Ferrari,1,ULTRASOFT,SOFTEST,False,2.0,18.0,17.0,True,False,True,True
2018_01_RAI_s2,2018_01,RAI,Ferrari,2,SOFT,HARDEST,True,19.0,58.0,40.0,False,True,False,True
2018_01_RAI_s<NA>,2018_01,RAI,Ferrari,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_01_RIC_s1,2018_01,RIC,Red Bull Racing,1,SUPERSOFT,MIDDLE,False,2.0,26.0,25.0,True,False,True,True
2018_01_RIC_s2,2018_01,RIC,Red Bull Racing,2,SOFT,HARDEST,True,27.0,58.0,32.0,False,True,False,True
2018_01_RIC_s<NA>,2018_01,RIC,Red Bull Racing,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_01_SAI_s1,2018_01,SAI,Renault,1,ULTRASOFT,SOFTEST,False,2.0,22.0,21.0,True,False,True,True
2018_01_SAI_s2,2018_01,SAI,Renault,2,SOFT,HARDEST,True,23.0,58.0,36.0,False,True,False,True
2018_01_SAI_s<NA>,2018_01,SAI,Renault,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_01_SIR_s1,2018_01,SIR,Williams,1,SUPERSOFT,MIDDLE,True,2.0,5.0,4.0,False,False,False,True
2018_01_SIR_s<NA>,2018_01,SIR,Williams,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_01_STR_s1,2018_01,STR,Williams,1,SUPERSOFT,MIDDLE,True,2.0,25.0,24.0,True,False,True,True
2018_01_STR_s2,2018_01,STR,Williams,2,SOFT,HARDEST,True,26.0,29.0,4.0,True,False,True,True
2018_01_STR_s3,2018_01,STR,Williams,3,ULTRASOFT,SOFTEST,True,30.0,58.0,29.0,False,True,False,True
2018_01_STR_s<NA>,2018_01,STR,Williams,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_01_VAN_s1,2018_01,VAN,McLaren,1,ULTRASOFT,SOFTEST,True,2.0,25.0,24.0,True,False,True,True
2018_01_VAN_s2,2018_01,VAN,McLaren,2,SUPERSOFT,MIDDLE,True,26.0,58.0,33.0,False,True,False,True
2018_01_VAN_s<NA>,2018_01,VAN,McLaren,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_01_VER_s1,2018_01,VER,Red Bull Racing,1,SUPERSOFT,MIDDLE,False,2.0,21.0,20.0,True,False,True,True
2018_01_VER_s2,2018_01,VER,Red Bull Racing,2,SOFT,HARDEST,True,22.0,58.0,37.0,False,True,False,True
2018_01_VER_s<NA>,2018_01,VER,Red Bull Racing,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_01_VET_s1,2018_01,VET,Ferrari,1,ULTRASOFT,SOFTEST,False,2.0,26.0,25.0,True,False,True,True
2018_01_VET_s2,2018_01,VET,Ferrari,2,SOFT,HARDEST,True,27.0,58.0,32.0,False,True,False,True
2018_01_VET_s<NA>,2018_01,VET,Ferrari,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_02_ALO_s1,2018_02,ALO,McLaren,1,SOFT,MIDDLE,True,2.0,14.0,13.0,True,False,True,True
2018_02_ALO_s2,2018_02,ALO,McLaren,2,MEDIUM,HARDEST,True,15.0,39.0,25.0,True,False,True,True
2018_02_ALO_s3,2018_02,ALO,McLaren,3,SUPERSOFT,SOFTEST,True,40.0,56.0,17.0,False,True,False,True
2018_02_ALO_s<NA>,2018_02,ALO,McLaren,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_02_BOT_s1,2018_02,BOT,Mercedes,1,SUPERSOFT,SOFTEST,False,2.0,20.0,19.0,True,False,True,True
2018_02_BOT_s2,2018_02,BOT,Mercedes,2,MEDIUM,HARDEST,True,21.0,57.0,37.0,False,True,False,True
2018_02_BOT_s<NA>,2018_02,BOT,Mercedes,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_02_ERI_s1,2018_02,ERI,Sauber,1,SOFT,MIDDLE,True,2.0,23.0,22.0,True,False,True,True
2018_02_ERI_s2,2018_02,ERI,Sauber,2,MEDIUM,HARDEST,True,24.0,56.0,33.0,False,True,False,True
2018_02_ERI_s<NA>,2018_02,ERI,Sauber,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_02_GAS_s1,2018_02,GAS,Toro Rosso,1,SUPERSOFT,SOFTEST,False,2.0,15.0,14.0,True,False,True,True
2018_02_GAS_s2,2018_02,GAS,Toro Rosso,2,SOFT,MIDDLE,True,16.0,34.0,19.0,True,False,True,True
2018_02_GAS_s3,2018_02,GAS,Toro Rosso,3,SUPERSOFT,SOFTEST,False,35.0,57.0,23.0,False,True,False,True
2018_02_GAS_s<NA>,2018_02,GAS,Toro Rosso,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_02_GRO_s1,2018_02,GRO,Haas F1 Team,1,SUPERSOFT,SOFTEST,True,2.0,18.0,17.0,True,False,True,True
2018_02_GRO_s2,2018_02,GRO,Haas F1 Team,2,SOFT,MIDDLE,True,19.0,30.0,12.0,True,False,True,True
2018_02_GRO_s3,2018_02,GRO,Haas F1 Team,3,SUPERSOFT,SOFTEST,True,31.0,45.0,15.0,True,False,True,True
2018_02_GRO_s4,2018_02,GRO,Haas F1 Team,4,SUPERSOFT,SOFTEST,True,46.0,56.0,11.0,False,True,False,False
2018_02_GRO_s<NA>,2018_02,GRO,Haas F1 Team,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_02_HAM_s1,2018_02,HAM,Mercedes,1,SOFT,MIDDLE,False,2.0,26.0,25.0,True,False,True,True
2018_02_HAM_s2,2018_02,HAM,Mercedes,2,MEDIUM,HARDEST,True,27.0,57.0,31.0,False,True,False,True
2018_02_HAM_s<NA>,2018_02,HAM,Mercedes,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_02_HAR_s1,2018_02,HAR,Toro Rosso,1,SUPERSOFT,SOFTEST,True,2.0,20.0,19.0,True,False,True,True
2018_02_HAR_s2,2018_02,HAR,Toro Rosso,2,SOFT,MIDDLE,True,21.0,42.0,22.0,True,False,True,True
2018_02_HAR_s3,2018_02,HAR,Toro Rosso,3,SUPERSOFT,SOFTEST,False,43.0,56.0,14.0,False,True,False,False
2018_02_HAR_s<NA>,2018_02,HAR,Toro Rosso,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_02_HUL_s1,2018_02,HUL,Renault,1,SUPERSOFT,SOFTEST,False,2.0,15.0,14.0,True,False,True,True
2018_02_HUL_s2,2018_02,HUL,Renault,2,SOFT,MIDDLE,True,16.0,39.0,24.0,True,False,True,True
2018_02_HUL_s3,2018_02,HUL,Renault,3,SUPERSOFT,SOFTEST,False,40.0,57.0,18.0,False,True,False,True
2018_02_HUL_s<NA>,2018_02,HUL,Renault,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_02_LEC_s1,2018_02,LEC,Sauber,1,SOFT,MIDDLE,True,2.0,3.0,2.0,True,False,True,True
2018_02_LEC_s2,2018_02,LEC,Sauber,2,MEDIUM,HARDEST,True,4.0,34.0,31.0,True,False,True,True
2018_02_LEC_s3,2018_02,LEC,Sauber,3,SUPERSOFT,SOFTEST,True,35.0,56.0,22.0,False,True,False,True
2018_02_LEC_s<NA>,2018_02,LEC,Sauber,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_02_MAG_s1,2018_02,MAG,Haas F1 Team,1,SUPERSOFT,SOFTEST,False,2.0,13.0,12.0,True,False,True,True
2018_02_MAG_s2,2018_02,MAG,Haas F1 Team,2,SUPERSOFT,SOFTEST,False,14.0,27.0,14.0,True,False,True,True
2018_02_MAG_s3,2018_02,MAG,Haas F1 Team,3,SOFT,MIDDLE,True,28.0,57.0,30.0,False,True,False,True
2018_02_MAG_s<NA>,2018_02,MAG,Haas F1 Team,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_02_OCO_s1,2018_02,OCO,Force India,1,SUPERSOFT,SOFTEST,False,2.0,15.0,14.0,True,False,True,True
2018_02_OCO_s2,2018_02,OCO,Force India,2,MEDIUM,HARDEST,True,16.0,35.0,20.0,True,False,True,True
2018_02_OCO_s3,2018_02,OCO,Force India,3,SOFT,MIDDLE,True,36.0,56.0,21.0,False,True,False,True
2018_02_OCO_s<NA>,2018_02,OCO,Force India,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_02_PER_s1,2018_02,PER,Force India,1,SOFT,MIDDLE,True,2.0,9.0,8.0,True,False,True,True
2018_02_PER_s2,2018_02,PER,Force India,2,MEDIUM,HARDEST,True,10.0,32.0,23.0,True,False,True,True
2018_02_PER_s3,2018_02,PER,Force India,3,SUPERSOFT,SOFTEST,True,33.0,56.0,24.0,False,True,False,True
2018_02_PER_s<NA>,2018_02,PER,Force India,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_02_RAI_s1,2018_02,RAI,Ferrari,1,SUPERSOFT,SOFTEST,False,2.0,19.0,18.0,True,False,True,True
2018_02_RAI_s2,2018_02,RAI,Ferrari,2,SOFT,MIDDLE,True,20.0,34.0,15.0,True,False,True,True
2018_02_RAI_s<NA>,2018_02,RAI,Ferrari,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_02_RIC_s<NA>,2018_02,RIC,Red Bull Racing,,UNKNOWN,UNKNOWN,True,1.0,2.0,,False,False,False,True
2018_02_SAI_s1,2018_02,SAI,Renault,1,SUPERSOFT,SOFTEST,False,2.0,16.0,15.0,True,False,True,True
2018_02_SAI_s2,2018_02,SAI,Renault,2,SUPERSOFT,SOFTEST,False,17.0,26.0,10.0,True,False,True,True
2018_02_SAI_s3,2018_02,SAI,Renault,3,SOFT,MIDDLE,False,27.0,56.0,30.0,False,True,False,True
2018_02_SAI_s<NA>,2018_02,SAI,Renault,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_02_SIR_s1,2018_02,SIR,Williams,1,SOFT,MIDDLE,True,2.0,22.0,21.0,True,False,True,True
2018_02_SIR_s2,2018_02,SIR,Williams,2,MEDIUM,HARDEST,True,23.0,40.0,18.0,True,False,True,True
2018_02_SIR_s3,2018_02,SIR,Williams,3,SUPERSOFT,SOFTEST,True,41.0,56.0,16.0,False,True,False,False
2018_02_SIR_s<NA>,2018_02,SIR,Williams,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_02_STR_s1,2018_02,STR,Williams,1,SOFT,MIDDLE,True,2.0,10.0,9.0,True,False,True,True
2018_02_STR_s2,2018_02,STR,Williams,2,SUPERSOFT,SOFTEST,True,11.0,30.0,20.0,True,False,True,True
2018_02_STR_s3,2018_02,STR,Williams,3,MEDIUM,HARDEST,True,31.0,56.0,26.0,False,True,False,True
2018_02_STR_s<NA>,2018_02,STR,Williams,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_02_VAN_s1,2018_02,VAN,McLaren,1,SUPERSOFT,SOFTEST,True,2.0,10.0,9.0,True,False,True,True
2018_02_VAN_s2,2018_02,VAN,McLaren,2,SOFT,MIDDLE,True,11.0,28.0,18.0,True,False,True,True
2018_02_VAN_s3,2018_02,VAN,McLaren,3,MEDIUM,HARDEST,True,29.0,56.0,28.0,False,True,False,True
2018_02_VAN_s<NA>,2018_02,VAN,McLaren,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_02_VER_s1,2018_02,VER,Red Bull Racing,1,SOFT,MIDDLE,True,2.0,2.0,1.0,True,False,True,True
2018_02_VER_s2,2018_02,VER,Red Bull Racing,2,SUPERSOFT,SOFTEST,True,3.0,4.0,2.0,False,False,False,True
2018_02_VER_s<NA>,2018_02,VER,Red Bull Racing,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_02_VET_s1,2018_02,VET,Ferrari,1,SUPERSOFT,SOFTEST,False,3.0,18.0,16.0,True,False,True,True
2018_02_VET_s2,2018_02,VET,Ferrari,2,SOFT,MIDDLE,True,19.0,57.0,39.0,False,True,False,True
2018_02_VET_s<NA>,2018_02,VET,Ferrari,,UNKNOWN,UNKNOWN,True,1.0,2.0,,False,False,False,True
2018_03_ALO_s1,2018_03,ALO,McLaren,1,SOFT,MIDDLE,True,2.0,47.0,46.0,True,False,True,True
2018_03_ALO_s2,2018_03,ALO,McLaren,2,MEDIUM,HARDEST,True,48.0,56.0,9.0,False,True,False,False
2018_03_ALO_s<NA>,2018_03,ALO,McLaren,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_03_BOT_s1,2018_03,BOT,Mercedes,1,SOFT,MIDDLE,False,2.0,47.0,46.0,True,False,True,True
2018_03_BOT_s2,2018_03,BOT,Mercedes,2,MEDIUM,HARDEST,True,48.0,56.0,9.0,False,True,False,False
2018_03_BOT_s<NA>,2018_03,BOT,Mercedes,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_03_ERI_s1,2018_03,ERI,Sauber,1,SOFT,MIDDLE,True,2.0,46.0,45.0,True,False,True,True
2018_03_ERI_s2,2018_03,ERI,Sauber,2,MEDIUM,HARDEST,True,47.0,56.0,10.0,False,True,False,False
2018_03_ERI_s<NA>,2018_03,ERI,Sauber,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_03_GAS_s1,2018_03,GAS,Toro Rosso,1,MEDIUM,HARDEST,True,2.0,46.0,45.0,True,False,True,True
2018_03_GAS_s2,2018_03,GAS,Toro Rosso,2,ULTRASOFT,SOFTEST,True,47.0,56.0,10.0,False,True,False,False
2018_03_GAS_s<NA>,2018_03,GAS,Toro Rosso,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_03_GRO_s1,2018_03,GRO,Haas F1 Team,1,ULTRASOFT,SOFTEST,False,2.0,46.0,45.0,True,False,True,True
2018_03_GRO_s2,2018_03,GRO,Haas F1 Team,2,ULTRASOFT,SOFTEST,True,47.0,56.0,10.0,False,True,False,False
2018_03_GRO_s<NA>,2018_03,GRO,Haas F1 Team,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_03_HAM_s1,2018_03,HAM,Mercedes,1,SOFT,MIDDLE,False,2.0,46.0,45.0,True,False,True,True
2018_03_HAM_s2,2018_03,HAM,Mercedes,2,MEDIUM,HARDEST,True,47.0,56.0,10.0,False,True,False,False
2018_03_HAM_s<NA>,2018_03,HAM,Mercedes,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_03_HAR_s1,2018_03,HAR,Toro Rosso,1,ULTRASOFT,SOFTEST,True,2.0,46.0,45.0,True,False,True,True
2018_03_HAR_s2,2018_03,HAR,Toro Rosso,2,SOFT,MIDDLE,True,47.0,51.0,5.0,True,False,True,False
2018_03_HAR_s<NA>,2018_03,HAR,Toro Rosso,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_03_HUL_s1,2018_03,HUL,Renault,1,ULTRASOFT,SOFTEST,False,2.0,46.0,45.0,True,False,True,True
2018_03_HUL_s2,2018_03,HUL,Renault,2,SOFT,MIDDLE,True,47.0,56.0,10.0,False,True,False,False
2018_03_HUL_s<NA>,2018_03,HUL,Renault,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_03_LEC_s1,2018_03,LEC,Sauber,1,SOFT,MIDDLE,True,2.0,46.0,45.0,True,False,True,True
2018_03_LEC_s2,2018_03,LEC,Sauber,2,MEDIUM,HARDEST,True,47.0,56.0,10.0,False,True,False,False
2018_03_LEC_s<NA>,2018_03,LEC,Sauber,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_03_MAG_s1,2018_03,MAG,Haas F1 Team,1,SOFT,MIDDLE,False,2.0,46.0,45.0,True,False,True,True
2018_03_MAG_s2,2018_03,MAG,Haas F1 Team,2,MEDIUM,HARDEST,True,47.0,56.0,10.0,False,True,False,False
2018_03_MAG_s<NA>,2018_03,MAG,Haas F1 Team,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_03_OCO_s1,2018_03,OCO,Force India,1,SOFT,MIDDLE,True,2.0,46.0,45.0,True,False,True,True
2018_03_OCO_s2,2018_03,OCO,Force India,2,ULTRASOFT,SOFTEST,True,47.0,56.0,10.0,False,True,False,False
2018_03_OCO_s<NA>,2018_03,OCO,Force India,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_03_PER_s1,2018_03,PER,Force India,1,ULTRASOFT,SOFTEST,False,2.0,46.0,45.0,True,False,True,True
2018_03_PER_s2,2018_03,PER,Force India,2,SOFT,MIDDLE,True,47.0,56.0,10.0,False,True,False,False
2018_03_PER_s<NA>,2018_03,PER,Force India,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_03_RAI_s1,2018_03,RAI,Ferrari,1,SOFT,MIDDLE,False,2.0,47.0,46.0,True,False,True,True
2018_03_RAI_s2,2018_03,RAI,Ferrari,2,MEDIUM,HARDEST,True,48.0,56.0,9.0,False,True,False,False
2018_03_RAI_s<NA>,2018_03,RAI,Ferrari,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_03_RIC_s1,2018_03,RIC,Red Bull Racing,1,ULTRASOFT,SOFTEST,False,2.0,47.0,46.0,True,False,True,True
2018_03_RIC_s2,2018_03,RIC,Red Bull Racing,2,SOFT,MIDDLE,True,48.0,56.0,9.0,False,True,False,False
2018_03_RIC_s<NA>,2018_03,RIC,Red Bull Racing,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_03_SAI_s1,2018_03,SAI,Renault,1,ULTRASOFT,SOFTEST,False,2.0,46.0,45.0,True,False,True,True
2018_03_SAI_s2,2018_03,SAI,Renault,2,SOFT,MIDDLE,True,47.0,56.0,10.0,False,True,False,False
2018_03_SAI_s<NA>,2018_03,SAI,Renault,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_03_SIR_s1,2018_03,SIR,Williams,1,SOFT,MIDDLE,True,2.0,46.0,45.0,True,False,True,True
2018_03_SIR_s2,2018_03,SIR,Williams,2,SOFT,MIDDLE,False,47.0,56.0,10.0,False,True,False,False
2018_03_SIR_s<NA>,2018_03,SIR,Williams,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_03_STR_s1,2018_03,STR,Williams,1,SOFT,MIDDLE,True,2.0,46.0,45.0,True,False,True,True
2018_03_STR_s2,2018_03,STR,Williams,2,MEDIUM,HARDEST,True,47.0,56.0,10.0,False,True,False,False
2018_03_STR_s<NA>,2018_03,STR,Williams,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_03_VAN_s1,2018_03,VAN,McLaren,1,SOFT,MIDDLE,True,2.0,46.0,45.0,True,False,True,True
2018_03_VAN_s2,2018_03,VAN,McLaren,2,MEDIUM,HARDEST,True,47.0,56.0,10.0,False,True,False,False
2018_03_VAN_s<NA>,2018_03,VAN,McLaren,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_03_VER_s1,2018_03,VER,Red Bull Racing,1,ULTRASOFT,SOFTEST,False,2.0,46.0,45.0,True,False,True,True
2018_03_VER_s2,2018_03,VER,Red Bull Racing,2,SOFT,MIDDLE,True,47.0,56.0,10.0,False,True,False,False
2018_03_VER_s<NA>,2018_03,VER,Red Bull Racing,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_03_VET_s1,2018_03,VET,Ferrari,1,SOFT,MIDDLE,False,3.0,46.0,44.0,True,False,True,True
2018_03_VET_s2,2018_03,VET,Ferrari,2,MEDIUM,HARDEST,True,47.0,56.0,10.0,False,True,False,False
2018_03_VET_s<NA>,2018_03,VET,Ferrari,,UNKNOWN,UNKNOWN,True,1.0,2.0,,False,False,False,True
2018_04_ALO_s1,2018_04,ALO,McLaren,1,SUPERSOFT,MIDDLE,True,1.0,1.0,1.0,True,False,True,True
2018_04_ALO_s2,2018_04,ALO,McLaren,2,SOFT,HARDEST,True,2.0,40.0,39.0,True,False,True,True
2018_04_ALO_s3,2018_04,ALO,McLaren,3,ULTRASOFT,SOFTEST,False,41.0,51.0,11.0,False,True,False,True
2018_04_BOT_s1,2018_04,BOT,Mercedes,1,SUPERSOFT,MIDDLE,False,2.0,40.0,39.0,True,False,True,True
2018_04_BOT_s2,2018_04,BOT,Mercedes,2,ULTRASOFT,SOFTEST,False,41.0,49.0,9.0,False,False,False,True
2018_04_BOT_s<NA>,2018_04,BOT,Mercedes,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_04_ERI_s1,2018_04,ERI,Sauber,1,SUPERSOFT,MIDDLE,True,1.0,1.0,1.0,True,False,True,True
2018_04_ERI_s2,2018_04,ERI,Sauber,2,SOFT,HARDEST,True,2.0,18.0,17.0,True,False,True,True
2018_04_ERI_s3,2018_04,ERI,Sauber,3,ULTRASOFT,SOFTEST,True,19.0,36.0,18.0,True,False,True,True
2018_04_ERI_s4,2018_04,ERI,Sauber,4,ULTRASOFT,SOFTEST,True,37.0,39.0,3.0,True,False,True,True
2018_04_ERI_s5,2018_04,ERI,Sauber,5,ULTRASOFT,SOFTEST,False,40.0,51.0,12.0,False,True,False,True
2018_04_GAS_s1,2018_04,GAS,Toro Rosso,1,ULTRASOFT,SOFTEST,True,2.0,12.0,11.0,True,False,True,True
2018_04_GAS_s2,2018_04,GAS,Toro Rosso,2,SOFT,HARDEST,True,13.0,39.0,27.0,True,False,True,True
2018_04_GAS_s3,2018_04,GAS,Toro Rosso,3,ULTRASOFT,SOFTEST,True,40.0,51.0,12.0,False,True,False,True
2018_04_GAS_s<NA>,2018_04,GAS,Toro Rosso,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_04_GRO_s1,2018_04,GRO,Haas F1 Team,1,SOFT,HARDEST,True,2.0,2.0,1.0,True,False,True,True
2018_04_GRO_s2,2018_04,GRO,Haas F1 Team,2,SUPERSOFT,MIDDLE,True,3.0,40.0,38.0,True,False,True,True
2018_04_GRO_s3,2018_04,GRO,Haas F1 Team,3,ULTRASOFT,SOFTEST,True,41.0,43.0,3.0,False,False,False,True
2018_04_GRO_s<NA>,2018_04,GRO,Haas F1 Team,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_04_HAM_s1,2018_04,HAM,Mercedes,1,SUPERSOFT,MIDDLE,False,2.0,22.0,21.0,True,False,True,True
2018_04_HAM_s2,2018_04,HAM,Mercedes,2,SOFT,HARDEST,True,23.0,40.0,18.0,True,False,True,True
2018_04_HAM_s3,2018_04,HAM,Mercedes,3,ULTRASOFT,SOFTEST,True,41.0,51.0,11.0,False,True,False,True
2018_04_HAM_s<NA>,2018_04,HAM,Mercedes,,UNKNOWN,UNKNOWN,True,1.0,1.0,,False,False,False,True
2018_04_HAR_s1,2018_04,HAR,Toro Rosso,1,SOFT,HARDEST,True,1.0,1.0,1.0,True,False,True,True
2018_04_HAR_s2,2018_04,HAR,Toro Rosso,2,ULTRASOFT,SOFTEST,True,2.0,22.0,21.0,True,False,True,True
