race_id,driver_code,team,grid_position,finish_position,classified,status,points,positions_gained
2020_05,MAG,Haas F1 Team,17.0,20.0,False,Retired,0.0,
2020_06,HAM,Mercedes,1.0,1.0,True,Finished,25.0,0.0
2020_06,VER,Red Bull Racing,3.0,2.0,True,Finished,18.0,1.0
2020_06,BOT,Mercedes,2.0,3.0,True,Finished,16.0,-1.0
2020_06,STR,Racing Point,5.0,4.0,True,+1 Lap,12.0,1.0
2020_06,PER,Racing Point,4.0,5.0,True,+1 Lap,10.0,-1.0
2020_06,SAI,McLaren,7.0,6.0,True,+1 Lap,8.0,1.0
2020_06,VET,Ferrari,11.0,7.0,True,+1 Lap,6.0,4.0
2020_06,ALB,Red Bull Racing,6.0,8.0,True,+1 Lap,4.0,-2.0
2020_06,GAS,AlphaTauri,10.0,9.0,True,+1 Lap,2.0,1.0
2020_06,NOR,McLaren,8.0,10.0,True,+1 Lap,1.0,-2.0
2020_06,RIC,Renault,13.0,11.0,True,+1 Lap,0.0,2.0
2020_06,KVY,AlphaTauri,12.0,12.0,True,+1 Lap,0.0,0.0
2020_06,OCO,Renault,15.0,13.0,True,+1 Lap,0.0,2.0
2020_06,RAI,Alfa Romeo Racing,14.0,14.0,True,+1 Lap,0.0,0.0
2020_06,MAG,Haas F1 Team,16.0,15.0,True,+1 Lap,0.0,1.0
2020_06,GIO,Alfa Romeo Racing,20.0,16.0,True,+1 Lap,0.0,4.0
2020_06,RUS,Williams,18.0,17.0,True,+1 Lap,0.0,1.0
2020_06,LAT,Williams,19.0,18.0,True,+2 Laps,0.0,1.0
2020_06,GRO,Haas F1 Team,17.0,19.0,True,+2 Laps,0.0,-2.0
2020_06,LEC,Ferrari,9.0,20.0,False,Electronics,0.0,
2020_07,HAM,Mercedes,1.0,1.0,True,Finished,25.0,0.0
2020_07,BOT,Mercedes,2.0,2.0,True,Finished,18.0,0.0
2020_07,VER,Red Bull Racing,3.0,3.0,True,Finished,15.0,0.0
2020_07,RIC,Renault,4.0,4.0,True,Finished,13.0,0.0
2020_07,OCO,Renault,6.0,5.0,True,Finished,10.0,1.0
2020_07,ALB,Red Bull Racing,5.0,6.0,True,Finished,8.0,-1.0
2020_07,NOR,McLaren,10.0,7.0,True,Finished,6.0,3.0
2020_07,GAS,AlphaTauri,12.0,8.0,True,Finished,4.0,4.0
2020_07,STR,Racing Point,9.0,9.0,True,Finished,2.0,0.0
2020_07,PER,Racing Point,8.0,10.0,True,Finished,1.0,-2.0
2020_07,KVY,AlphaTauri,11.0,11.0,True,Finished,0.0,0.0
2020_07,RAI,Alfa Romeo Racing,16.0,12.0,True,Finished,0.0,4.0
2020_07,VET,Ferrari,14.0,13.0,True,Finished,0.0,1.0
2020_07,LEC,Ferrari,13.0,14.0,True,Finished,0.0,-1.0
2020_07,GRO,Haas F1 Team,17.0,15.0,True,Finished,0.0,2.0
2020_07,LAT,Williams,19.0,16.0,True,Finished,0.0,3.0
2020_07,MAG,Haas F1 Team,20.0,17.0,True,Finished,0.0,3.0
2020_07,GIO,Alfa Romeo Racing,18.0,18.0,False,Accident,0.0,
2020_07,RUS,Williams,15.0,19.0,False,Debris,0.0,
2020_07,SAI,McLaren,7.0,20.0,False,Exhaust,0.0,
2020_08,GAS,AlphaTauri,10.0,1.0,True,Finished,25.0,9.0
2020_08,SAI,McLaren,3.0,2.0,True,Finished,18.0,1.0
2020_08,STR,Racing Point,8.0,3.0,True,Finished,15.0,5.0
2020_08,NOR,McLaren,6.0,4.0,True,Finished,12.0,2.0
2020_08,BOT,Mercedes,2.0,5.0,True,Finished,10.0,-3.0
2020_08,RIC,Renault,7.0,6.0,True,Finished,8.0,1.0
2020_08,HAM,Mercedes,1.0,7.0,True,Finished,7.0,-6.0
2020_08,OCO,Renault,12.0,8.0,True,Finished,4.0,4.0
2020_08,KVY,AlphaTauri,11.0,9.0,True,Finished,2.0,2.0
2020_08,PER,Racing Point,4.0,10.0,True,Finished,1.0,-6.0
2020_08,LAT,Williams,20.0,11.0,True,Finished,0.0,9.0
2020_08,GRO,Haas F1 Team,16.0,12.0,True,Finished,0.0,4.0
2020_08,RAI,Alfa Romeo Racing,14.0,13.0,True,Finished,0.0,1.0
2020_08,RUS,Williams,19.0,14.0,True,Finished,0.0,5.0
2020_08,ALB,Red Bull Racing,9.0,15.0,True,Finished,0.0,-6.0
2020_08,GIO,Alfa Romeo Racing,18.0,16.0,True,Finished,0.0,2.0
2020_08,VER,Red Bull Racing,5.0,17.0,False,Power Unit,0.0,
2020_08,LEC,Ferrari,13.0,18.0,False,Accident,0.0,
2020_08,MAG,Haas F1 Team,15.0,19.0,False,Power Unit,0.0,
2020_08,VET,Ferrari,17.0,20.0,False,Brakes,0.0,
2020_09,HAM,Mercedes,1.0,1.0,True,Finished,26.0,0.0
2020_09,BOT,Mercedes,2.0,2.0,True,Finished,18.0,0.0
2020_09,ALB,Red Bull Racing,4.0,3.0,True,Finished,15.0,1.0
2020_09,RIC,Renault,8.0,4.0,True,Finished,12.0,4.0
2020_09,PER,Racing Point,7.0,5.0,True,Finished,10.0,2.0
2020_09,NOR,McLaren,11.0,6.0,True,Finished,8.0,5.0
2020_09,KVY,AlphaTauri,12.0,7.0,True,Finished,6.0,5.0
2020_09,LEC,Ferrari,5.0,8.0,True,Finished,4.0,-3.0
2020_09,RAI,Alfa Romeo Racing,13.0,9.0,True,Finished,2.0,4.0
2020_09,VET,Ferrari,14.0,10.0,True,Finished,1.0,4.0
2020_09,RUS,Williams,18.0,11.0,True,Finished,0.0,7.0
2020_09,GRO,Haas F1 Team,15.0,12.0,True,Finished,0.0,3.0
2020_09,STR,Racing Point,6.0,13.0,False,Puncture,0.0,
2020_09,OCO,Renault,10.0,14.0,False,Brakes,0.0,
2020_09,LAT,Williams,19.0,15.0,False,Collision,0.0,
2020_09,MAG,Haas F1 Team,20.0,16.0,False,Collision,0.0,
2020_09,GIO,Alfa Romeo Racing,17.0,17.0,False,Collision,0.0,
2020_09,SAI,McLaren,9.0,18.0,False,Collision,0.0,
2020_09,VER,Red Bull Racing,3.0,19.0,False,Collision,0.0,
2020_09,GAS,AlphaTauri,16.0,20.0,False,Collision,0.0,
2020_10,BOT,Mercedes,3.0,1.0,True,Finished,26.0,2.0
2020_10,VER,Red Bull Racing,2.0,2.0,True,Finished,18.0,0.0
2020_10,HAM,Mercedes,1.0,3.0,True,Finished,15.0,-2.0
2020_10,PER,Racing Point,4.0,4.0,True,Finished,12.0,0.0
2020_10,RIC,Renault,5.0,5.0,True,Finished,10.0,0.0
2020_10,LEC,Ferrari,10.0,6.0,True,Finished,8.0,4.0
2020_10,OCO,Renault,7.0,7.0,True,Finished,6.0,0.0
2020_10,KVY,AlphaTauri,11.0,8.0,True,Finished,4.0,3.0
2020_10,GAS,AlphaTauri,9.0,9.0,True,Finished,2.0,0.0
2020_10,ALB,Red Bull Racing,15.0,10.0,True,Finished,1.0,5.0
2020_10,GIO,Alfa Romeo Racing,17.0,11.0,True,+1 Lap,0.0,6.0
2020_10,MAG,Haas F1 Team,18.0,12.0,True,+1 Lap,0.0,6.0
2020_10,VET,Ferrari,14.0,13.0,True,+1 Lap,0.0,1.0
2020_10,RAI,Alfa Romeo Racing,19.0,14.0,True,+1 Lap,0.0,5.0
2020_10,NOR,McLaren,8.0,15.0,True,+1 Lap,0.0,-7.0
2020_10,LAT,Williams,20.0,16.0,True,+1 Lap,0.0,4.0
2020_10,GRO,Haas F1 Team,16.0,17.0,True,+1 Lap,0.0,-1.0
2020_10,RUS,Williams,13.0,18.0,True,+1 Lap,0.0,-5.0
2020_10,SAI,McLaren,6.0,19.0,False,Accident,0.0,
2020_10,STR,Racing Point,12.0,20.0,False,Collision,0.0,
2020_11,HAM,Mercedes,2.0,1.0,True,Finished,25.0,1.0
2020_11,VER,Red Bull Racing,3.0,2.0,True,Finished,19.0,1.0
2020_11,RIC,Renault,6.0,3.0,True,Finished,15.0,3.0
2020_11,PER,Racing Point,9.0,4.0,True,Finished,12.0,5.0
2020_11,SAI,McLaren,10.0,5.0,True,Finished,10.0,5.0
2020_11,GAS,AlphaTauri,12.0,6.0,True,Finished,8.0,6.0
2020_11,LEC,Ferrari,4.0,7.0,True,Finished,6.0,-3.0
2020_11,HUL,Racing Point,20.0,8.0,True,Finished,4.0,12.0
2020_11,GRO,Haas F1 Team,16.0,9.0,True,Finished,2.0,7.0
2020_11,GIO,Alfa Romeo Racing,14.0,10.0,True,Finished,1.0,4.0
2020_11,VET,Ferrari,11.0,11.0,True,Finished,0.0,0.0
2020_11,RAI,Alfa Romeo Racing,19.0,12.0,True,Finished,0.0,7.0
2020_11,MAG,Haas F1 Team,15.0,13.0,True,Finished,0.0,2.0
2020_11,LAT,Williams,18.0,14.0,True,Finished,0.0,4.0
2020_11,KVY,AlphaTauri,13.0,15.0,True,Finished,0.0,-2.0
2020_11,NOR,McLaren,8.0,16.0,False,Power Unit,0.0,
2020_11,ALB,Red Bull Racing,5.0,17.0,False,Radiator,0.0,
2020_11,OCO,Renault,7.0,18.0,False,Gearbox,0.0,
2020_11,BOT,Mercedes,1.0,19.0,False,Power Unit,0.0,
2020_11,RUS,Williams,17.0,20.0,False,Collision,0.0,
2020_12,HAM,Mercedes,1.0,1.0,True,Finished,26.0,0.0
2020_12,BOT,Mercedes,2.0,2.0,True,Finished,18.0,0.0
2020_12,VER,Red Bull Racing,3.0,3.0,True,Finished,15.0,0.0
2020_12,LEC,Ferrari,4.0,4.0,True,Finished,12.0,0.0
2020_12,GAS,AlphaTauri,9.0,5.0,True,+1 Lap,10.0,4.0
2020_12,SAI,McLaren,7.0,6.0,True,+1 Lap,8.0,1.0
2020_12,PER,Racing Point,5.0,7.0,True,+1 Lap,6.0,-2.0
2020_12,OCO,Renault,11.0,8.0,True,+1 Lap,4.0,3.0
2020_12,RIC,Renault,10.0,9.0,True,+1 Lap,2.0,1.0
2020_12,VET,Ferrari,15.0,10.0,True,+1 Lap,1.0,5.0
2020_12,RAI,Alfa Romeo Racing,16.0,11.0,True,+1 Lap,0.0,5.0
2020_12,ALB,Red Bull Racing,6.0,12.0,True,+1 Lap,0.0,-6.0
2020_12,NOR,McLaren,8.0,13.0,True,+1 Lap,0.0,-5.0
2020_12,RUS,Williams,14.0,14.0,True,+1 Lap,0.0,0.0
2020_12,GIO,Alfa Romeo Racing,17.0,15.0,True,+1 Lap,0.0,2.0
2020_12,MAG,Haas F1 Team,19.0,16.0,True,+1 Lap,0.0,3.0
2020_12,GRO,Haas F1 Team,18.0,17.0,True,+1 Lap,0.0,1.0
2020_12,LAT,Williams,20.0,18.0,True,+2 Laps,0.0,2.0
2020_12,KVY,AlphaTauri,13.0,19.0,True,+2 Laps,0.0,-6.0
2020_12,STR,Racing Point,12.0,20.0,False,Collision damage,0.0,
2020_13,HAM,Mercedes,2.0,1.0,True,Finished,26.0,1.0
2020_13,BOT,Mercedes,1.0,2.0,True,Finished,18.0,-1.0
2020_13,RIC,Renault,5.0,3.0,True,Finished,15.0,2.0
2020_13,KVY,AlphaTauri,8.0,4.0,True,Finished,12.0,4.0
2020_13,LEC,Ferrari,7.0,5.0,True,Finished,10.0,2.0
2020_13,PER,Racing Point,11.0,6.0,True,Finished,8.0,5.0
2020_13,SAI,McLaren,10.0,7.0,True,Finished,6.0,3.0
2020_13,NOR,McLaren,9.0,8.0,True,Finished,4.0,1.0
2020_13,RAI,Alfa Romeo Racing,18.0,9.0,True,Finished,2.0,9.0
2020_13,GIO,Alfa Romeo Racing,20.0,10.0,True,Finished,1.0,10.0
2020_13,LAT,Williams,19.0,11.0,True,Finished,0.0,8.0
2020_13,VET,Ferrari,14.0,12.0,True,Finished,0.0,2.0
2020_13,STR,Racing Point,15.0,13.0,True,Finished,0.0,2.0
2020_13,GRO,Haas F1 Team,16.0,14.0,True,Finished,0.0,2.0
2020_13,ALB,Red Bull Racing,6.0,15.0,True,Finished,0.0,-9.0
2020_13,RUS,Williams,13.0,16.0,False,Accident,0.0,
2020_13,VER,Red Bull Racing,3.0,17.0,False,Puncture,0.0,
2020_13,MAG,Haas F1 Team,17.0,18.0,False,Illness,0.0,
2020_13,OCO,Renault,12.0,19.0,False,Gearbox,0.0,
2020_13,GAS,AlphaTauri,4.0,20.0,False,Water pressure,0.0,
2020_14,HAM,Mercedes,6.0,1.0,True,Finished,25.0,5.0
2020_14,PER,Racing Point,3.0,2.0,True,Finished,18.0,1.0
2020_14,VET,Ferrari,11.0,3.0,True,Finished,15.0,8.0
2020_14,LEC,Ferrari,12.0,4.0,True,Finished,12.0,8.0
2020_14,SAI,McLaren,15.0,5.0,True,Finished,10.0,10.0
2020_14,VER,Red Bull Racing,2.0,6.0,True,Finished,8.0,-4.0
2020_14,ALB,Red Bull Racing,4.0,7.0,True,Finished,6.0,-3.0
2020_14,NOR,McLaren,14.0,8.0,True,Finished,5.0,6.0
2020_14,STR,Racing Point,1.0,9.0,True,Finished,2.0,-8.0
2020_14,RIC,Renault,5.0,10.0,True,Finished,1.0,-5.0
2020_14,OCO,Renault,7.0,11.0,True,+1 Lap,0.0,-4.0
2020_14,KVY,AlphaTauri,16.0,12.0,True,+1 Lap,0.0,4.0
2020_14,GAS,AlphaTauri,19.0,13.0,True,+1 Lap,0.0,6.0
2020_14,BOT,Mercedes,9.0,14.0,True,+1 Lap,0.0,-5.0
2020_14,RAI,Alfa Romeo Racing,8.0,15.0,True,+1 Lap,0.0,-7.0
2020_14,RUS,Williams,,16.0,True,+1 Lap,0.0,
2020_14,MAG,Haas F1 Team,13.0,17.0,True,Withdrew,0.0,-4.0
2020_14,GRO,Haas F1 Team,17.0,18.0,False,Collision damage,0.0,
2020_14,LAT,Williams,,19.0,False,Collision damage,0.0,
2020_14,GIO,Alfa Romeo Racing,10.0,20.0,False,Gearbox,0.0,
2020_15,HAM,Mercedes,1.0,1.0,True,Finished,25.0,0.0
2020_15,VER,Red Bull Racing,3.0,2.0,True,Finished,19.0,1.0
2020_15,ALB,Red Bull Racing,4.0,3.0,True,Finished,15.0,1.0
2020_15,NOR,McLaren,9.0,4.0,True,Finished,12.0,5.0
2020_15,SAI,McLaren,15.0,5.0,True,Finished,10.0,10.0
2020_15,GAS,AlphaTauri,8.0,6.0,True,Finished,8.0,2.0
2020_15,RIC,Renault,6.0,7.0,True,Finished,6.0,-1.0
2020_15,BOT,Mercedes,2.0,8.0,True,Finished,4.0,-6.0
2020_15,OCO,Renault,7.0,9.0,True,Finished,2.0,-2.0
2020_15,LEC,Ferrari,12.0,10.0,True,+1 Lap,1.0,2.0
2020_15,KVY,AlphaTauri,10.0,11.0,True,+1 Lap,0.0,-1.0
2020_15,RUS,Williams,14.0,12.0,True,+1 Lap,0.0,2.0
2020_15,VET,Ferrari,11.0,13.0,True,+1 Lap,0.0,-2.0
2020_15,LAT,Williams,20.0,14.0,True,+1 Lap,0.0,6.0
2020_15,RAI,Alfa Romeo Racing,17.0,15.0,True,+1 Lap,0.0,2.0
2020_15,GIO,Alfa Romeo Racing,16.0,16.0,True,+1 Lap,0.0,0.0
2020_15,MAG,Haas F1 Team,18.0,17.0,True,+1 Lap,0.0,1.0
2020_15,PER,Racing Point,5.0,18.0,True,Engine,0.0,-13.0
2020_15,STR,Racing Point,13.0,19.0,False,Collision,0.0,
2020_15,GRO,Haas F1 Team,19.0,20.0,False,Collision,0.0,
2020_16,PER,Racing Point,5.0,1.0,True,Finished,25.0,4.0
2020_16,OCO,Renault,11.0,2.0,True,Finished,18.0,9.0
2020_16,STR,Racing Point,10.0,3.0,True,Finished,15.0,7.0
2020_16,SAI,McLaren,8.0,4.0,True,Finished,12.0,4.0
2020_16,RIC,Renault,7.0,5.0,True,Finished,10.0,2.0
2020_16,ALB,Red Bull Racing,12.0,6.0,True,Finished,8.0,6.0
2020_16,KVY,AlphaTauri,6.0,7.0,True,Finished,6.0,-1.0
2020_16,BOT,Mercedes,1.0,8.0,True,Finished,4.0,-7.0
2020_16,RUS,Mercedes,2.0,9.0,True,Finished,3.0,-7.0
2020_16,NOR,McLaren,19.0,10.0,True,Finished,1.0,9.0
2020_16,GAS,AlphaTauri,9.0,11.0,True,Finished,0.0,-2.0
2020_16,VET,Ferrari,13.0,12.0,True,Finished,0.0,1.0
2020_16,GIO,Alfa Romeo Racing,14.0,13.0,True,Finished,0.0,1.0
2020_16,RAI,Alfa Romeo Racing,18.0,14.0,True,Finished,0.0,4.0
2020_16,MAG,Haas F1 Team,15.0,15.0,True,Finished,0.0,0.0
2020_16,AIT,Williams,17.0,16.0,True,Finished,0.0,1.0
2020_16,FIT,Haas F1 Team,20.0,17.0,True,Finished,0.0,3.0
2020_16,LAT,Williams,16.0,18.0,False,Engine,0.0,
2020_16,VER,Red Bull Racing,3.0,19.0,False,Accident,0.0,
2020_16,LEC,Ferrari,4.0,20.0,False,Collision,0.0,
2020_17,VER,Red Bull Racing,1.0,1.0,True,Finished,25.0,0.0
2020_17,BOT,Mercedes,2.0,2.0,True,Finished,18.0,0.0
2020_17,HAM,Mercedes,3.0,3.0,True,Finished,15.0,0.0
2020_17,ALB,Red Bull Racing,5.0,4.0,True,Finished,12.0,1.0
2020_17,NOR,McLaren,4.0,5.0,True,Finished,10.0,-1.0
2020_17,SAI,McLaren,6.0,6.0,True,Finished,8.0,0.0
2020_17,RIC,Renault,11.0,7.0,True,Finished,7.0,4.0
2020_17,GAS,AlphaTauri,9.0,8.0,True,Finished,4.0,1.0
2020_17,OCO,Renault,10.0,9.0,True,Finished,2.0,1.0
2020_17,STR,Racing Point,8.0,10.0,True,Finished,1.0,-2.0
2020_17,KVY,AlphaTauri,7.0,11.0,True,+1 Lap,0.0,-4.0
2020_17,RAI,Alfa Romeo Racing,15.0,12.0,True,+1 Lap,0.0,3.0
2020_17,LEC,Ferrari,12.0,13.0,True,+1 Lap,0.0,-1.0
2020_17,VET,Ferrari,13.0,14.0,True,+1 Lap,0.0,-1.0
2020_17,RUS,Williams,16.0,15.0,True,+1 Lap,0.0,1.0
2020_17,GIO,Alfa Romeo Racing,14.0,16.0,True,+1 Lap,0.0,-2.0
2020_17,LAT,Williams,18.0,17.0,True,+1 Lap,0.0,1.0
2020_17,MAG,Haas F1 Team,20.0,18.0,True,+1 Lap,0.0,2.0
2020_17,FIT,Haas F1 Team,17.0,19.0,True,+2 Laps,0.0,-2.0
2020_17,PER,Racing Point,19.0,20.0,False,Transmission,0.0,
2021_01,HAM,Mercedes,2.0,1.0,True,Finished,25.0,1.0
2021_01,VER,Red Bull Racing,1.0,2.0,True,Finished,18.0,-1.0
2021_01,BOT,Mercedes,3.0,3.0,True,Finished,16.0,0.0
2021_01,NOR,McLaren,7.0,4.0,True,Finished,12.0,3.0
2021_01,PER,Red Bull Racing,,5.0,True,Finished,10.0,
2021_01,LEC,Ferrari,4.0,6.0,True,Finished,8.0,-2.0
2021_01,RIC,McLaren,6.0,7.0,True,Finished,6.0,-1.0
2021_01,SAI,Ferrari,8.0,8.0,True,Finished,4.0,0.0
2021_01,TSU,AlphaTauri,13.0,9.0,True,Finished,2.0,4.0
2021_01,STR,Aston Martin,10.0,10.0,True,Finished,1.0,0.0
2021_01,RAI,Alfa Romeo Racing,14.0,11.0,True,Finished,0.0,3.0
2021_01,GIO,Alfa Romeo Racing,12.0,12.0,True,+1 Lap,0.0,0.0
2021_01,OCO,Alpine,16.0,13.0,True,+1 Lap,0.0,3.0
2021_01,RUS,Williams,15.0,14.0,True,+1 Lap,0.0,1.0
2021_01,VET,Aston Martin,20.0,15.0,True,+1 Lap,0.0,5.0
2021_01,MSC,Haas F1 Team,18.0,16.0,True,+1 Lap,0.0,2.0
2021_01,GAS,AlphaTauri,5.0,17.0,True,Retired,0.0,-12.0
2021_01,LAT,Williams,17.0,18.0,True,Retired,0.0,-1.0
2021_01,ALO,Alpine,9.0,19.0,False,Brakes,0.0,
2021_01,MAZ,Haas F1 Team,19.0,20.0,False,Accident,0.0,
2021_02,VER,Red Bull Racing,3.0,1.0,True,Finished,25.0,2.0
2021_02,HAM,Mercedes,1.0,2.0,True,Finished,19.0,-1.0
2021_02,NOR,McLaren,7.0,3.0,True,Finished,15.0,4.0
2021_02,LEC,Ferrari,4.0,4.0,True,Finished,12.0,0.0
2021_02,SAI,Ferrari,11.0,5.0,True,Finished,10.0,6.0
2021_02,RIC,McLaren,6.0,6.0,True,Finished,8.0,0.0
2021_02,GAS,AlphaTauri,5.0,7.0,True,Finished,6.0,-2.0
2021_02,STR,Aston Martin,10.0,8.0,True,Finished,4.0,2.0
2021_02,OCO,Alpine,9.0,9.0,True,Finished,2.0,0.0
2021_02,ALO,Alpine,15.0,10.0,True,Finished,1.0,5.0
2021_02,PER,Red Bull Racing,2.0,11.0,True,Finished,0.0,-9.0
2021_02,TSU,AlphaTauri,20.0,12.0,True,Finished,0.0,8.0
2021_02,RAI,Alfa Romeo Racing,16.0,13.0,True,Finished,0.0,3.0
2021_02,GIO,Alfa Romeo Racing,17.0,14.0,True,+1 Lap,0.0,3.0
2021_02,VET,Aston Martin,,15.0,True,Gearbox,0.0,
2021_02,MSC,Haas F1 Team,18.0,16.0,True,+2 Laps,0.0,2.0
2021_02,MAZ,Haas F1 Team,19.0,17.0,True,+2 Laps,0.0,2.0
2021_02,BOT,Mercedes,8.0,18.0,False,Collision,0.0,
2021_02,RUS,Williams,12.0,19.0,False,Collision,0.0,
2021_02,LAT,Williams,14.0,20.0,False,Collision,0.0,
2021_03,HAM,Mercedes,2.0,1.0,True,Finished,25.0,1.0
2021_03,VER,Red Bull Racing,3.0,2.0,True,Finished,18.0,1.0
2021_03,BOT,Mercedes,1.0,3.0,True,Finished,16.0,-2.0
2021_03,PER,Red Bull Racing,4.0,4.0,True,Finished,12.0,0.0
2021_03,NOR,McLaren,7.0,5.0,True,Finished,10.0,2.0
2021_03,LEC,Ferrari,8.0,6.0,True,Finished,8.0,2.0
2021_03,OCO,Alpine,6.0,7.0,True,Finished,6.0,-1.0
2021_03,ALO,Alpine,13.0,8.0,True,Finished,4.0,5.0
2021_03,RIC,McLaren,16.0,9.0,True,Finished,2.0,7.0
2021_03,GAS,AlphaTauri,9.0,10.0,True,Finished,1.0,-1.0
2021_03,SAI,Ferrari,5.0,11.0,True,Finished,0.0,-6.0
2021_03,GIO,Alfa Romeo Racing,12.0,12.0,True,+1 Lap,0.0,0.0
2021_03,VET,Aston Martin,10.0,13.0,True,+1 Lap,0.0,-3.0
2021_03,STR,Aston Martin,17.0,14.0,True,+1 Lap,0.0,3.0
2021_03,TSU,AlphaTauri,14.0,15.0,True,+1 Lap,0.0,-1.0
2021_03,RUS,Williams,11.0,16.0,True,+1 Lap,0.0,-5.0
2021_03,MSC,Haas F1 Team,19.0,17.0,True,+2 Laps,0.0,2.0
2021_03,LAT,Williams,18.0,18.0,True,+2 Laps,0.0,0.0
2021_03,MAZ,Haas F1 Team,20.0,19.0,True,+2 Laps,0.0,1.0
2021_03,RAI,Alfa Romeo Racing,15.0,20.0,False,Collision damage,0.0,
2021_04,HAM,Mercedes,1.0,1.0,True,Finished,25.0,0.0
2021_04,VER,Red Bull Racing,2.0,2.0,True,Finished,19.0,0.0
2021_04,BOT,Mercedes,3.0,3.0,True,Finished,15.0,0.0
2021_04,LEC,Ferrari,4.0,4.0,True,Finished,12.0,0.0
2021_04,PER,Red Bull Racing,8.0,5.0,True,Finished,10.0,3.0
2021_04,RIC,McLaren,7.0,6.0,True,Finished,8.0,1.0
2021_04,SAI,Ferrari,6.0,7.0,True,Finished,6.0,-1.0
2021_04,NOR,McLaren,9.0,8.0,True,+1 Lap,4.0,1.0
2021_04,OCO,Alpine,5.0,9.0,True,+1 Lap,2.0,-4.0
2021_04,GAS,AlphaTauri,12.0,10.0,True,+1 Lap,1.0,2.0
2021_04,STR,Aston Martin,11.0,11.0,True,+1 Lap,0.0,0.0
2021_04,RAI,Alfa Romeo Racing,17.0,12.0,True,+1 Lap,0.0,5.0
2021_04,VET,Aston Martin,13.0,13.0,True,+1 Lap,0.0,0.0
2021_04,RUS,Williams,15.0,14.0,True,+1 Lap,0.0,1.0
2021_04,GIO,Alfa Romeo Racing,14.0,15.0,True,+1 Lap,0.0,-1.0
2021_04,LAT,Williams,19.0,16.0,True,+1 Lap,0.0,3.0
2021_04,ALO,Alpine,10.0,17.0,True,+1 Lap,0.0,-7.0
2021_04,MSC,Haas F1 Team,18.0,18.0,True,+2 Laps,0.0,0.0
2021_04,MAZ,Haas F1 Team,20.0,19.0,True,+2 Laps,0.0,1.0
2021_04,TSU,AlphaTauri,16.0,20.0,False,Electrical,0.0,
2021_05,VER,Red Bull Racing,2.0,1.0,True,Finished,25.0,1.0
2021_05,SAI,Ferrari,4.0,2.0,True,Finished,18.0,2.0
2021_05,NOR,McLaren,5.0,3.0,True,Finished,15.0,2.0
2021_05,PER,Red Bull Racing,9.0,4.0,True,Finished,12.0,5.0
2021_05,VET,Aston Martin,8.0,5.0,True,Finished,10.0,3.0
2021_05,GAS,AlphaTauri,6.0,6.0,True,Finished,8.0,0.0
2021_05,HAM,Mercedes,7.0,7.0,True,Finished,7.0,0.0
2021_05,STR,Aston Martin,13.0,8.0,True,+1 Lap,4.0,5.0
2021_05,OCO,Alpine,11.0,9.0,True,+1 Lap,2.0,2.0
2021_05,GIO,Alfa Romeo Racing,10.0,10.0,True,+1 Lap,1.0,0.0
2021_05,RAI,Alfa Romeo Racing,14.0,11.0,True,+1 Lap,0.0,3.0
2021_05,RIC,McLaren,12.0,12.0,True,+1 Lap,0.0,0.0
2021_05,ALO,Alpine,17.0,13.0,True,+1 Lap,0.0,4.0
2021_05,RUS,Williams,15.0,14.0,True,+1 Lap,0.0,1.0
2021_05,LAT,Williams,18.0,15.0,True,+1 Lap,0.0,3.0
2021_05,TSU,AlphaTauri,16.0,16.0,True,+1 Lap,0.0,0.0
2021_05,MAZ,Haas F1 Team,19.0,17.0,True,+3 Laps,0.0,2.0
2021_05,MSC,Haas F1 Team,20.0,18.0,True,+3 Laps,0.0,2.0
2021_05,BOT,Mercedes,3.0,19.0,False,Wheel nut,0.0,
2021_05,LEC,Ferrari,1.0,20.0,False,Driveshaft,0.0,
2021_06,PER,Red Bull Racing,6.0,1.0,True,Finished,25.0,5.0
2021_06,VET,Aston Martin,11.0,2.0,True,Finished,18.0,9.0
2021_06,GAS,AlphaTauri,4.0,3.0,True,Finished,15.0,1.0
2021_06,LEC,Ferrari,1.0,4.0,True,Finished,12.0,-3.0
2021_06,NOR,McLaren,9.0,5.0,True,Finished,10.0,4.0
2021_06,ALO,Alpine,8.0,6.0,True,Finished,8.0,2.0
2021_06,TSU,AlphaTauri,7.0,7.0,True,Finished,6.0,0.0
2021_06,SAI,Ferrari,5.0,8.0,True,Finished,4.0,-3.0
2021_06,RIC,McLaren,13.0,9.0,True,Finished,2.0,4.0
2021_06,RAI,Alfa Romeo Racing,14.0,10.0,True,Finished,1.0,4.0
2021_06,GIO,Alfa Romeo Racing,20.0,11.0,True,Finished,0.0,9.0
2021_06,BOT,Mercedes,10.0,12.0,True,Finished,0.0,-2.0
2021_06,MSC,Haas F1 Team,17.0,13.0,True,Finished,0.0,4.0
2021_06,MAZ,Haas F1 Team,18.0,14.0,True,Finished,0.0,4.0
2021_06,HAM,Mercedes,2.0,15.0,True,Finished,0.0,-13.0
2021_06,LAT,Williams,16.0,16.0,True,Finished,0.0,0.0
2021_06,RUS,Williams,15.0,17.0,False,Gearbox,0.0,
2021_06,VER,Red Bull Racing,3.0,18.0,False,Accident,0.0,
2021_06,STR,Aston Martin,19.0,19.0,False,Accident,0.0,
2021_06,OCO,Alpine,12.0,20.0,False,Turbo,0.0,
2021_07,VER,Red Bull Racing,1.0,1.0,True,Finished,26.0,0.0
2021_07,HAM,Mercedes,2.0,2.0,True,Finished,18.0,0.0
